	sub	emotion	mapping	intensity	score
9023	11	surprise	Cordaro2008ref	5	0.8930127249799382
414	12	anger	Cordaro2008ref	1	0.6546965317919077
2574	12	anger	Cordaro2008ref	2	0.6754240974336667
4734	12	anger	Cordaro2008ref	3	0.6010381458232738
6894	12	anger	Cordaro2008ref	4	0.6777947053498488
9054	12	anger	Cordaro2008ref	5	0.597367655613729
415	12	disgust	Cordaro2008ref	1	0.6522020725388601
2575	12	disgust	Cordaro2008ref	2	0.6125
4735	12	disgust	Cordaro2008ref	3	0.6232188390580471
6895	12	disgust	Cordaro2008ref	4	0.6249525697988959
9055	12	disgust	Cordaro2008ref	5	0.6855567712607298
416	12	fear	Cordaro2008ref	1	0.5308962264150944
2576	12	fear	Cordaro2008ref	2	0.5962962962962963
4736	12	fear	Cordaro2008ref	3	0.7088921282798833
6896	12	fear	Cordaro2008ref	4	0.6773499999999999
9056	12	fear	Cordaro2008ref	5	0.7271904938119321
417	12	happy	Cordaro2008ref	1	0.7283697632058288
2577	12	happy	Cordaro2008ref	2	0.6913461538461538
4737	12	happy	Cordaro2008ref	3	0.8026717557251909
6897	12	happy	Cordaro2008ref	4	0.8477663920701896
9057	12	happy	Cordaro2008ref	5	0.8621395806028835
418	12	sadness	Cordaro2008ref	1	0.589054802955665
2578	12	sadness	Cordaro2008ref	2	0.5940265486725663
4738	12	sadness	Cordaro2008ref	3	0.6167721936419999
6898	12	sadness	Cordaro2008ref	4	0.599796415312762
9058	12	sadness	Cordaro2008ref	5	0.6474888392857143
419	12	surprise	Cordaro2008ref	1	0.8701298701298701
2579	12	surprise	Cordaro2008ref	2	0.845229151014275
4739	12	surprise	Cordaro2008ref	3	0.8764960346070656
6899	12	surprise	Cordaro2008ref	4	0.8846333749109052
9059	12	surprise	Cordaro2008ref	5	0.9006477884482658
450	13	anger	Cordaro2008ref	1	0.5821451868418601
2610	13	anger	Cordaro2008ref	2	0.5646429351386766
4770	13	anger	Cordaro2008ref	3	0.6114867320974191
6930	13	anger	Cordaro2008ref	4	0.6291266001102468
9090	13	anger	Cordaro2008ref	5	0.628463263485327
451	13	disgust	Cordaro2008ref	1	0.5993672369346145
2611	13	disgust	Cordaro2008ref	2	0.5653870162297129
4771	13	disgust	Cordaro2008ref	3	0.6227395411605937
6931	13	disgust	Cordaro2008ref	4	0.6152320456313196
9091	13	disgust	Cordaro2008ref	5	0.7281539558089807
452	13	fear	Cordaro2008ref	1	0.5315315315315314
2612	13	fear	Cordaro2008ref	2	0.5701303155006858
4772	13	fear	Cordaro2008ref	3	0.6013081761006289
6932	13	fear	Cordaro2008ref	4	0.5415248377832146
9092	13	fear	Cordaro2008ref	5	0.4795984186433624
453	13	happy	Cordaro2008ref	1	0.7397416020671834
2613	13	happy	Cordaro2008ref	2	0.7868545526212061
4773	13	happy	Cordaro2008ref	3	0.7805302673098545
6933	13	happy	Cordaro2008ref	4	0.8410057249991629
9093	13	happy	Cordaro2008ref	5	0.868384009009009
454	13	sadness	Cordaro2008ref	1	0.540252940776501
2614	13	sadness	Cordaro2008ref	2	0.618606172974152
4774	13	sadness	Cordaro2008ref	3	0.6284749034749034
6934	13	sadness	Cordaro2008ref	4	0.6782846003898636
9094	13	sadness	Cordaro2008ref	5	0.6777491685441477
455	13	surprise	Cordaro2008ref	1	0.8148480318883906
2615	13	surprise	Cordaro2008ref	2	0.8790618955512571
4775	13	surprise	Cordaro2008ref	3	0.8772993389990558
6935	13	surprise	Cordaro2008ref	4	0.831207133058985
9095	13	surprise	Cordaro2008ref	5	0.8341679611915077
486	14	anger	Cordaro2008ref	1	0.6298761609907122
2646	14	anger	Cordaro2008ref	2	0.6529190951299022
4806	14	anger	Cordaro2008ref	3	0.6097090781633367
6966	14	anger	Cordaro2008ref	4	0.6907607478728168
9126	14	anger	Cordaro2008ref	5	0.6914277699859748
487	14	disgust	Cordaro2008ref	1	0.6054323725055433
2647	14	disgust	Cordaro2008ref	2	0.6217787114845938
4807	14	disgust	Cordaro2008ref	3	0.6967104915782247
6967	14	disgust	Cordaro2008ref	4	0.7140268175151896
9127	14	disgust	Cordaro2008ref	5	0.7422614038467388
488	14	fear	Cordaro2008ref	1	0.46540688814385855
2648	14	fear	Cordaro2008ref	2	0.4800170068027211
4808	14	fear	Cordaro2008ref	3	0.5846518987341772
6968	14	fear	Cordaro2008ref	4	0.614881496589071
9128	14	fear	Cordaro2008ref	5	0.6936415247364153
489	14	happy	Cordaro2008ref	1	0.6886035313001605
2649	14	happy	Cordaro2008ref	2	0.770965940815187
4809	14	happy	Cordaro2008ref	3	0.7581163434903047
6969	14	happy	Cordaro2008ref	4	0.8223679336148774
9129	14	happy	Cordaro2008ref	5	0.8550094676165667
490	14	sadness	Cordaro2008ref	1	0.4595238095238095
2650	14	sadness	Cordaro2008ref	2	0.513738892686261
4810	14	sadness	Cordaro2008ref	3	0.5211533454829471
6970	14	sadness	Cordaro2008ref	4	0.5883399209486166
9130	14	sadness	Cordaro2008ref	5	0.674094424094424
491	14	surprise	Cordaro2008ref	1	0.81751269035533
2651	14	surprise	Cordaro2008ref	2	0.810906174819567
4811	14	surprise	Cordaro2008ref	3	0.7827015175119728
6971	14	surprise	Cordaro2008ref	4	0.8014705882352942
9131	14	surprise	Cordaro2008ref	5	0.8647502731742853
522	15	anger	Cordaro2008ref	1	0.6042154566744731
2682	15	anger	Cordaro2008ref	2	0.510618479880775
4842	15	anger	Cordaro2008ref	3	0.5492146596858638
7002	15	anger	Cordaro2008ref	4	0.5748910675381265
9162	15	anger	Cordaro2008ref	5	0.6346657895011645
523	15	disgust	Cordaro2008ref	1	0.6058173076923077
2683	15	disgust	Cordaro2008ref	2	0.6598949695964622
4843	15	disgust	Cordaro2008ref	3	0.6269700003708236
7003	15	disgust	Cordaro2008ref	4	0.6656397005234216
9163	15	disgust	Cordaro2008ref	5	0.7371546395273385
524	15	fear	Cordaro2008ref	1	0.4981170445130677
2684	15	fear	Cordaro2008ref	2	0.5661629062012203
4844	15	fear	Cordaro2008ref	3	0.5923182969446315
7004	15	fear	Cordaro2008ref	4	0.5996157158947857
9164	15	fear	Cordaro2008ref	5	0.5771022366063688
525	15	happy	Cordaro2008ref	1	0.6734134615384616
2685	15	happy	Cordaro2008ref	2	0.749028232405892
4845	15	happy	Cordaro2008ref	3	0.7168412982366471
7005	15	happy	Cordaro2008ref	4	0.7999767837796007
9165	15	happy	Cordaro2008ref	5	0.8075844733407453
526	15	sadness	Cordaro2008ref	1	0.48247354497354494
2686	15	sadness	Cordaro2008ref	2	0.6534275503573749
4846	15	sadness	Cordaro2008ref	3	0.619170835489621
7006	15	sadness	Cordaro2008ref	4	0.6662345492915285
9166	15	sadness	Cordaro2008ref	5	0.7152420524996703
527	15	surprise	Cordaro2008ref	1	0.8252806593718914
2687	15	surprise	Cordaro2008ref	2	0.8524675324675325
4847	15	surprise	Cordaro2008ref	3	0.834765625
7007	15	surprise	Cordaro2008ref	4	0.8391140318851162
9167	15	surprise	Cordaro2008ref	5	0.7836170616113743
558	16	anger	Cordaro2008ref	1	0.5971638655462186
2718	16	anger	Cordaro2008ref	2	0.6004414755917159
4878	16	anger	Cordaro2008ref	3	0.6047821969696969
7038	16	anger	Cordaro2008ref	4	0.5958448753462604
9198	16	anger	Cordaro2008ref	5	0.5297483369772525
559	16	disgust	Cordaro2008ref	1	0.5453578915843066
2719	16	disgust	Cordaro2008ref	2	0.52218782249742
4879	16	disgust	Cordaro2008ref	3	0.5482540909676588
7039	16	disgust	Cordaro2008ref	4	0.6420272435897435
9199	16	disgust	Cordaro2008ref	5	0.7089285714285716
560	16	fear	Cordaro2008ref	1	0.6752771618625277
2720	16	fear	Cordaro2008ref	2	0.4671281296023564
4880	16	fear	Cordaro2008ref	3	0.5748875821515047
7040	16	fear	Cordaro2008ref	4	0.588179181929182
9200	16	fear	Cordaro2008ref	5	0.596472184531886
561	16	happy	Cordaro2008ref	1	0.6335348837209301
2721	16	happy	Cordaro2008ref	2	0.5760938490805326
4881	16	happy	Cordaro2008ref	3	0.6776193731080948
7041	16	happy	Cordaro2008ref	4	0.7123316206082487
9201	16	happy	Cordaro2008ref	5	0.8534778225806451
562	16	sadness	Cordaro2008ref	1	0.46957214988041457
2722	16	sadness	Cordaro2008ref	2	0.5434971726837756
4882	16	sadness	Cordaro2008ref	3	0.5664517143755898
7042	16	sadness	Cordaro2008ref	4	0.6096905887408681
9202	16	sadness	Cordaro2008ref	5	0.7173611111111111
563	16	surprise	Cordaro2008ref	1	0.7268842268842269
2723	16	surprise	Cordaro2008ref	2	0.7180524344569288
4883	16	surprise	Cordaro2008ref	3	0.7042927631578947
7043	16	surprise	Cordaro2008ref	4	0.6549401197604792
9203	16	surprise	Cordaro2008ref	5	0.7318860025762131
594	17	anger	Cordaro2008ref	1	0.600684641445511
2754	17	anger	Cordaro2008ref	2	0.5675
4914	17	anger	Cordaro2008ref	3	0.5993828351012537
7074	17	anger	Cordaro2008ref	4	0.48654829824906554
9234	17	anger	Cordaro2008ref	5	0.5453405017921148
595	17	disgust	Cordaro2008ref	1	0.5845339692926267
2755	17	disgust	Cordaro2008ref	2	0.5952244706861571
4915	17	disgust	Cordaro2008ref	3	0.60297976011994
7075	17	disgust	Cordaro2008ref	4	0.6853958363522195
9235	17	disgust	Cordaro2008ref	5	0.6770658900618857
596	17	fear	Cordaro2008ref	1	0.491261550823624
2756	17	fear	Cordaro2008ref	2	0.5806375086266391
4916	17	fear	Cordaro2008ref	3	0.4868245814307458
7076	17	fear	Cordaro2008ref	4	0.5865161788687665
9236	17	fear	Cordaro2008ref	5	0.6643178104575163
597	17	happy	Cordaro2008ref	1	0.6153482028241335
2757	17	happy	Cordaro2008ref	2	0.6734779056550158
4917	17	happy	Cordaro2008ref	3	0.7213323795602277
7077	17	happy	Cordaro2008ref	4	0.7201298701298701
9237	17	happy	Cordaro2008ref	5	0.8608150470219437
598	17	sadness	Cordaro2008ref	1	0.5104951062145179
2758	17	sadness	Cordaro2008ref	2	0.5134179890324109
4918	17	sadness	Cordaro2008ref	3	0.5371145585378532
7078	17	sadness	Cordaro2008ref	4	0.5945455226115604
9238	17	sadness	Cordaro2008ref	5	0.6976151315789473
599	17	surprise	Cordaro2008ref	1	0.7017903225806451
2759	17	surprise	Cordaro2008ref	2	0.6268977732793521
4919	17	surprise	Cordaro2008ref	3	0.6925693727068714
7079	17	surprise	Cordaro2008ref	4	0.651696005144281
9239	17	surprise	Cordaro2008ref	5	0.6673495518565941
630	18	anger	Cordaro2008ref	1	0.6056505078766499
2790	18	anger	Cordaro2008ref	2	0.6291036328084799
4950	18	anger	Cordaro2008ref	3	0.6110436893203883
7110	18	anger	Cordaro2008ref	4	0.5956275914059556
9270	18	anger	Cordaro2008ref	5	0.5412898936170212
631	18	disgust	Cordaro2008ref	1	0.5545685740236149
2791	18	disgust	Cordaro2008ref	2	0.5788484262541627
4951	18	disgust	Cordaro2008ref	3	0.5974488726532323
7111	18	disgust	Cordaro2008ref	4	0.6656491656491657
9271	18	disgust	Cordaro2008ref	5	0.6430410001838573
632	18	fear	Cordaro2008ref	1	0.5482497884940778
2792	18	fear	Cordaro2008ref	2	0.5857388678185138
4952	18	fear	Cordaro2008ref	3	0.5774288107202681
7112	18	fear	Cordaro2008ref	4	0.6299096319153625
9272	18	fear	Cordaro2008ref	5	0.6224696356275304
633	18	happy	Cordaro2008ref	1	0.6298492168057385
2793	18	happy	Cordaro2008ref	2	0.7100320512820513
4953	18	happy	Cordaro2008ref	3	0.7378268806248938
7113	18	happy	Cordaro2008ref	4	0.787037037037037
9273	18	happy	Cordaro2008ref	5	0.9055841924398625
634	18	sadness	Cordaro2008ref	1	0.4888695008460237
2794	18	sadness	Cordaro2008ref	2	0.6197913322632423
4954	18	sadness	Cordaro2008ref	3	0.607562730303562
7114	18	sadness	Cordaro2008ref	4	0.7075682937751904
9274	18	sadness	Cordaro2008ref	5	0.8374741200828157
635	18	surprise	Cordaro2008ref	1	0.7919530442187216
2795	18	surprise	Cordaro2008ref	2	0.7580657151352959
4955	18	surprise	Cordaro2008ref	3	0.7244804885786803
7115	18	surprise	Cordaro2008ref	4	0.7540290880503144
9275	18	surprise	Cordaro2008ref	5	0.7671341816078657
666	19	anger	Cordaro2008ref	1	0.5955041956018519
2826	19	anger	Cordaro2008ref	2	0.6274995239002092
4986	19	anger	Cordaro2008ref	3	0.5840360341486409
7146	19	anger	Cordaro2008ref	4	0.5032525662449272
9306	19	anger	Cordaro2008ref	5	0.5038714672861013
667	19	disgust	Cordaro2008ref	1	0.5798435678196658
2827	19	disgust	Cordaro2008ref	2	0.6323770731993201
4987	19	disgust	Cordaro2008ref	3	0.6334563747427563
7147	19	disgust	Cordaro2008ref	4	0.6892103818709324
9307	19	disgust	Cordaro2008ref	5	0.7962972069236821
668	19	fear	Cordaro2008ref	1	0.3872450264417023
2828	19	fear	Cordaro2008ref	2	0.43476982526881724
4988	19	fear	Cordaro2008ref	3	0.5785361842105263
7148	19	fear	Cordaro2008ref	4	0.5551833955633648
9308	19	fear	Cordaro2008ref	5	0.7191140278917145
669	19	happy	Cordaro2008ref	1	0.6625471976006212
2829	19	happy	Cordaro2008ref	2	0.6936348684210527
4989	19	happy	Cordaro2008ref	3	0.7214532871972319
7149	19	happy	Cordaro2008ref	4	0.7772643783721731
9309	19	happy	Cordaro2008ref	5	0.8674812030075187
670	19	sadness	Cordaro2008ref	1	0.47415226063829785
2830	19	sadness	Cordaro2008ref	2	0.4845319080012958
4990	19	sadness	Cordaro2008ref	3	0.5972530864197532
7150	19	sadness	Cordaro2008ref	4	0.6596996018820123
9310	19	sadness	Cordaro2008ref	5	0.6537236160892074
671	19	surprise	Cordaro2008ref	1	0.7184933831014592
2831	19	surprise	Cordaro2008ref	2	0.7880480480480481
4991	19	surprise	Cordaro2008ref	3	0.8137550200803213
7151	19	surprise	Cordaro2008ref	4	0.7292019774011299
9311	19	surprise	Cordaro2008ref	5	0.7624665775401069
702	20	anger	Cordaro2008ref	1	0.6095505617977528
2862	20	anger	Cordaro2008ref	2	0.5012630662020907
5022	20	anger	Cordaro2008ref	3	0.5415695415695416
7182	20	anger	Cordaro2008ref	4	0.548611111111111
9342	20	anger	Cordaro2008ref	5	0.5012558869701726
703	20	disgust	Cordaro2008ref	1	0.46159844054580895
2863	20	disgust	Cordaro2008ref	2	0.6410125025620004
5023	20	disgust	Cordaro2008ref	3	0.6129763226045135
7183	20	disgust	Cordaro2008ref	4	0.6406609317775317
9343	20	disgust	Cordaro2008ref	5	0.7583850931677019
704	20	fear	Cordaro2008ref	1	0.3920770765515069
2864	20	fear	Cordaro2008ref	2	0.48708876183334887
5024	20	fear	Cordaro2008ref	3	0.5706896551724139
7184	20	fear	Cordaro2008ref	4	0.4759174311926606
9344	20	fear	Cordaro2008ref	5	0.7763377926421404
705	20	happy	Cordaro2008ref	1	0.6401334004530581
2865	20	happy	Cordaro2008ref	2	0.7209016393442623
5025	20	happy	Cordaro2008ref	3	0.6263076923076922
7185	20	happy	Cordaro2008ref	4	0.6714380092490642
9345	20	happy	Cordaro2008ref	5	0.8168141592920355
706	20	sadness	Cordaro2008ref	1	0.46986511342734516
2866	20	sadness	Cordaro2008ref	2	0.5670124481327802
5026	20	sadness	Cordaro2008ref	3	0.6601991758241758
7186	20	sadness	Cordaro2008ref	4	0.5851741716227697
9346	20	sadness	Cordaro2008ref	5	0.6454904542462145
707	20	surprise	Cordaro2008ref	1	0.7163324752743531
2867	20	surprise	Cordaro2008ref	2	0.668733153638814
5027	20	surprise	Cordaro2008ref	3	0.7182492226740014
7187	20	surprise	Cordaro2008ref	4	0.681493993993994
9347	20	surprise	Cordaro2008ref	5	0.7526389866291344
738	21	anger	Cordaro2008ref	1	0.6010109830403229
2898	21	anger	Cordaro2008ref	2	0.6549348455598456
5058	21	anger	Cordaro2008ref	3	0.6324714442184323
7218	21	anger	Cordaro2008ref	4	0.6466507030146742
9378	21	anger	Cordaro2008ref	5	0.5187453942520265
739	21	disgust	Cordaro2008ref	1	0.5716396093798595
2899	21	disgust	Cordaro2008ref	2	0.6627764790505305
5059	21	disgust	Cordaro2008ref	3	0.6477303070761016
7219	21	disgust	Cordaro2008ref	4	0.6694964028776981
9379	21	disgust	Cordaro2008ref	5	0.7347478991596639
740	21	fear	Cordaro2008ref	1	0.6158461649678305
2900	21	fear	Cordaro2008ref	2	0.472551861581665
5060	21	fear	Cordaro2008ref	3	0.5279757516179242
7220	21	fear	Cordaro2008ref	4	0.5087323617857968
9380	21	fear	Cordaro2008ref	5	0.5173029556650246
741	21	happy	Cordaro2008ref	1	0.6463290030652459
2901	21	happy	Cordaro2008ref	2	0.6514458955223879
5061	21	happy	Cordaro2008ref	3	0.7573462673020195
7221	21	happy	Cordaro2008ref	4	0.8052631578947369
9381	21	happy	Cordaro2008ref	5	0.9034090909090909
742	21	sadness	Cordaro2008ref	1	0.6104561659374494
2902	21	sadness	Cordaro2008ref	2	0.7234942757590841
5062	21	sadness	Cordaro2008ref	3	0.6595878136200717
7222	21	sadness	Cordaro2008ref	4	0.7408637873754153
9382	21	sadness	Cordaro2008ref	5	0.8015021459227467
743	21	surprise	Cordaro2008ref	1	0.6761490161720147
2903	21	surprise	Cordaro2008ref	2	0.7651449218028852
5063	21	surprise	Cordaro2008ref	3	0.7807097361237488
7223	21	surprise	Cordaro2008ref	4	0.7949260042283298
9383	21	surprise	Cordaro2008ref	5	0.7768858800773694
774	22	anger	Cordaro2008ref	1	0.5262209008097166
2934	22	anger	Cordaro2008ref	2	0.5242914979757085
5094	22	anger	Cordaro2008ref	3	0.6418279887690261
7254	22	anger	Cordaro2008ref	4	0.536557590406247
9414	22	anger	Cordaro2008ref	5	0.5656088560885608
775	22	disgust	Cordaro2008ref	1	0.6071619812583668
2935	22	disgust	Cordaro2008ref	2	0.631620574200522
5095	22	disgust	Cordaro2008ref	3	0.6026748971193415
7255	22	disgust	Cordaro2008ref	4	0.672663668165917
9415	22	disgust	Cordaro2008ref	5	0.7562654262388456
776	22	fear	Cordaro2008ref	1	0.501523095095012
2936	22	fear	Cordaro2008ref	2	0.4367357336956523
5096	22	fear	Cordaro2008ref	3	0.5358194774346794
7256	22	fear	Cordaro2008ref	4	0.5206860706860706
9416	22	fear	Cordaro2008ref	5	0.6879729729729731
777	22	happy	Cordaro2008ref	1	0.5867269984917043
2937	22	happy	Cordaro2008ref	2	0.6046067150063053
5097	22	happy	Cordaro2008ref	3	0.6312830687830687
7257	22	happy	Cordaro2008ref	4	0.584669452887538
9417	22	happy	Cordaro2008ref	5	0.6608695652173912
778	22	sadness	Cordaro2008ref	1	0.5470932402175074
2938	22	sadness	Cordaro2008ref	2	0.5110109255695574
5098	22	sadness	Cordaro2008ref	3	0.5748901734104046
7258	22	sadness	Cordaro2008ref	4	0.5949954710144927
9418	22	sadness	Cordaro2008ref	5	0.6054054054054054
779	22	surprise	Cordaro2008ref	1	0.5653149606299214
2939	22	surprise	Cordaro2008ref	2	0.5927203647416414
5099	22	surprise	Cordaro2008ref	3	0.6364090606262492
7259	22	surprise	Cordaro2008ref	4	0.6269363166953528
9419	22	surprise	Cordaro2008ref	5	0.6273412979649692
810	23	anger	Cordaro2008ref	1	0.5828173374613003
2970	23	anger	Cordaro2008ref	2	0.5471300910809417
5130	23	anger	Cordaro2008ref	3	0.5433517459064904
7290	23	anger	Cordaro2008ref	4	0.5881859573448359
9450	23	anger	Cordaro2008ref	5	0.5590978387588558
811	23	disgust	Cordaro2008ref	1	0.572951680672269
2971	23	disgust	Cordaro2008ref	2	0.6341935483870967
5131	23	disgust	Cordaro2008ref	3	0.6257470969945356
7291	23	disgust	Cordaro2008ref	4	0.6164600550964188
9451	23	disgust	Cordaro2008ref	5	0.7145215818853683
812	23	fear	Cordaro2008ref	1	0.5303320561941252
2972	23	fear	Cordaro2008ref	2	0.4733096085409253
5132	23	fear	Cordaro2008ref	3	0.6622331691297209
7292	23	fear	Cordaro2008ref	4	0.612685560053981
9452	23	fear	Cordaro2008ref	5	0.8448166877370417
813	23	happy	Cordaro2008ref	1	0.6626305792972458
2973	23	happy	Cordaro2008ref	2	0.6811307784842756
5133	23	happy	Cordaro2008ref	3	0.7525046382189239
7293	23	happy	Cordaro2008ref	4	0.8137265027886801
9453	23	happy	Cordaro2008ref	5	0.8557130942452044
814	23	sadness	Cordaro2008ref	1	0.5912413793103448
2974	23	sadness	Cordaro2008ref	2	0.5716422529399628
5134	23	sadness	Cordaro2008ref	3	0.6455429732868757
7294	23	sadness	Cordaro2008ref	4	0.6968085106382979
9454	23	sadness	Cordaro2008ref	5	0.691304347826087
815	23	surprise	Cordaro2008ref	1	0.7869330938482263
2975	23	surprise	Cordaro2008ref	2	0.8031760674749604
5135	23	surprise	Cordaro2008ref	3	0.8027950310559006
7295	23	surprise	Cordaro2008ref	4	0.7411983750846309
9455	23	surprise	Cordaro2008ref	5	0.7606382978723404
846	24	anger	Cordaro2008ref	1	0.6804484848484847
3006	24	anger	Cordaro2008ref	2	0.6581415050245385
5166	24	anger	Cordaro2008ref	3	0.5965872762148337
7326	24	anger	Cordaro2008ref	4	0.5123278898495036
9486	24	anger	Cordaro2008ref	5	0.5133663366336634
847	24	disgust	Cordaro2008ref	1	0.7295604395604396
3007	24	disgust	Cordaro2008ref	2	0.6518166771752838
5167	24	disgust	Cordaro2008ref	3	0.7072853757358
7327	24	disgust	Cordaro2008ref	4	0.7416956570530804
9487	24	disgust	Cordaro2008ref	5	0.7334941594718131
848	24	fear	Cordaro2008ref	1	0.48373542965573324
3008	24	fear	Cordaro2008ref	2	0.44978054831117614
5168	24	fear	Cordaro2008ref	3	0.634958107670231
7328	24	fear	Cordaro2008ref	4	0.6355360325948562
9488	24	fear	Cordaro2008ref	5	0.7374348473566641
849	24	happy	Cordaro2008ref	1	0.7379090946895663
3009	24	happy	Cordaro2008ref	2	0.6748327966311618
5169	24	happy	Cordaro2008ref	3	0.7441630832935181
7329	24	happy	Cordaro2008ref	4	0.7833836858006041
9489	24	happy	Cordaro2008ref	5	0.8605689368770764
850	24	sadness	Cordaro2008ref	1	0.5925838121269593
3010	24	sadness	Cordaro2008ref	2	0.6140316205533597
5170	24	sadness	Cordaro2008ref	3	0.6121260187059017
7330	24	sadness	Cordaro2008ref	4	0.7142210144927537
9490	24	sadness	Cordaro2008ref	5	0.675884460367219
851	24	surprise	Cordaro2008ref	1	0.8832949821852731
3011	24	surprise	Cordaro2008ref	2	0.8576942107867392
5171	24	surprise	Cordaro2008ref	3	0.8167224080267558
7331	24	surprise	Cordaro2008ref	4	0.7691482706229332
9491	24	surprise	Cordaro2008ref	5	0.7562078109932499
882	25	anger	Cordaro2008ref	1	0.6043099312330081
3042	25	anger	Cordaro2008ref	2	0.5208951074870274
5202	25	anger	Cordaro2008ref	3	0.6005990497831027
7362	25	anger	Cordaro2008ref	4	0.5573732258279469
9522	25	anger	Cordaro2008ref	5	0.5574452779775974
883	25	disgust	Cordaro2008ref	1	0.5321452052221284
3043	25	disgust	Cordaro2008ref	2	0.6059966216216216
5203	25	disgust	Cordaro2008ref	3	0.6544149512459372
7363	25	disgust	Cordaro2008ref	4	0.6909809058790838
9523	25	disgust	Cordaro2008ref	5	0.7954640468227424
884	25	fear	Cordaro2008ref	1	0.4983618492901347
3044	25	fear	Cordaro2008ref	2	0.5393126177024482
5204	25	fear	Cordaro2008ref	3	0.6186660029865606
7364	25	fear	Cordaro2008ref	4	0.6389433124346918
9524	25	fear	Cordaro2008ref	5	0.6690566037735848
885	25	happy	Cordaro2008ref	1	0.700244560634171
3045	25	happy	Cordaro2008ref	2	0.6628644878294323
5205	25	happy	Cordaro2008ref	3	0.7336845767682291
7365	25	happy	Cordaro2008ref	4	0.7610668084352294
9525	25	happy	Cordaro2008ref	5	0.8648648648648649
886	25	sadness	Cordaro2008ref	1	0.5049517284335099
3046	25	sadness	Cordaro2008ref	2	0.6142399267399268
5206	25	sadness	Cordaro2008ref	3	0.6353750348545404
7366	25	sadness	Cordaro2008ref	4	0.6393229166666666
9526	25	sadness	Cordaro2008ref	5	0.7446783625730995
887	25	surprise	Cordaro2008ref	1	0.7179528785616927
3047	25	surprise	Cordaro2008ref	2	0.6542675893886967
5207	25	surprise	Cordaro2008ref	3	0.7383606959078658
7367	25	surprise	Cordaro2008ref	4	0.7247628121154381
9527	25	surprise	Cordaro2008ref	5	0.7468584656084656
918	26	anger	Cordaro2008ref	1	0.6460156250000001
3078	26	anger	Cordaro2008ref	2	0.6267736486486487
5238	26	anger	Cordaro2008ref	3	0.6160278495549814
7398	26	anger	Cordaro2008ref	4	0.606500933706816
9558	26	anger	Cordaro2008ref	5	0.5237612612612612
919	26	disgust	Cordaro2008ref	1	0.5406504065040652
3079	26	disgust	Cordaro2008ref	2	0.5890395220588237
5239	26	disgust	Cordaro2008ref	3	0.6655075682309626
7399	26	disgust	Cordaro2008ref	4	0.7098386116550746
9559	26	disgust	Cordaro2008ref	5	0.7931307603686636
920	26	fear	Cordaro2008ref	1	0.6349768875192604
3080	26	fear	Cordaro2008ref	2	0.5929374884750138
5240	26	fear	Cordaro2008ref	3	0.7731804586241277
7400	26	fear	Cordaro2008ref	4	0.6687792207792207
9560	26	fear	Cordaro2008ref	5	0.8140804597701149
921	26	happy	Cordaro2008ref	1	0.683531746031746
3081	26	happy	Cordaro2008ref	2	0.759945625034678
5241	26	happy	Cordaro2008ref	3	0.7835891381345926
7401	26	happy	Cordaro2008ref	4	0.8294545187578004
9561	26	happy	Cordaro2008ref	5	0.9251835121400338
922	26	sadness	Cordaro2008ref	1	0.5328495034377387
3082	26	sadness	Cordaro2008ref	2	0.6364204035436912
5242	26	sadness	Cordaro2008ref	3	0.6693553410152601
7402	26	sadness	Cordaro2008ref	4	0.7104198689426422
9562	26	sadness	Cordaro2008ref	5	0.6832530765115035
923	26	surprise	Cordaro2008ref	1	0.8767006802721089
3083	26	surprise	Cordaro2008ref	2	0.7725013220518244
5243	26	surprise	Cordaro2008ref	3	0.8182568334192883
7403	26	surprise	Cordaro2008ref	4	0.7570488721804511
9563	26	surprise	Cordaro2008ref	5	0.7556497175141244
954	27	anger	Cordaro2008ref	1	0.6442222222222223
3114	27	anger	Cordaro2008ref	2	0.7157169521299955
5274	27	anger	Cordaro2008ref	3	0.6273291925465839
7434	27	anger	Cordaro2008ref	4	0.608251096491228
9594	27	anger	Cordaro2008ref	5	0.5052602983305344
955	27	disgust	Cordaro2008ref	1	0.5555576776165012
3115	27	disgust	Cordaro2008ref	2	0.6090119833700172
5275	27	disgust	Cordaro2008ref	3	0.6247001231926343
7435	27	disgust	Cordaro2008ref	4	0.6946345529525314
9595	27	disgust	Cordaro2008ref	5	0.7045710267229255
956	27	fear	Cordaro2008ref	1	0.5568181818181819
3116	27	fear	Cordaro2008ref	2	0.5297672672672673
5276	27	fear	Cordaro2008ref	3	0.6268317853457172
7436	27	fear	Cordaro2008ref	4	0.6521545130035695
9596	27	fear	Cordaro2008ref	5	0.7743987278871
957	27	happy	Cordaro2008ref	1	0.6854904354904354
3117	27	happy	Cordaro2008ref	2	0.6882754436523586
5277	27	happy	Cordaro2008ref	3	0.7611523244312561
7437	27	happy	Cordaro2008ref	4	0.8047461797461798
9597	27	happy	Cordaro2008ref	5	0.8567768595041323
958	27	sadness	Cordaro2008ref	1	0.6295258461765356
3118	27	sadness	Cordaro2008ref	2	0.6818062827225132
5278	27	sadness	Cordaro2008ref	3	0.6573914911903738
7438	27	sadness	Cordaro2008ref	4	0.6712820512820513
9598	27	sadness	Cordaro2008ref	5	0.6203703703703703
959	27	surprise	Cordaro2008ref	1	0.7973352033660589
3119	27	surprise	Cordaro2008ref	2	0.743197093551317
5279	27	surprise	Cordaro2008ref	3	0.8550692383778437
