	sub	emotion	mapping	intensity	score
5940	46	anger	Darwin	3	0.5295189658826023
8100	46	anger	Darwin	4	0.5038290169869117
10260	46	anger	Darwin	5	0.47747382851445663
1621	46	disgust	Darwin	1	0.5571695718960796
3781	46	disgust	Darwin	2	0.5559618916076782
5941	46	disgust	Darwin	3	0.524854910485409
8101	46	disgust	Darwin	4	0.5547505747741004
10261	46	disgust	Darwin	5	0.5881639582828038
1622	46	fear	Darwin	1	0.46239519316442396
3782	46	fear	Darwin	2	0.5156186949607159
5942	46	fear	Darwin	3	0.4864430147058823
8102	46	fear	Darwin	4	0.47002079002079
10262	46	fear	Darwin	5	0.5115553306342779
1623	46	happy	Darwin	1	0.6530295801526718
3783	46	happy	Darwin	2	0.6421870133914669
5943	46	happy	Darwin	3	0.7043434633027522
8103	46	happy	Darwin	4	0.6752090149036712
10263	46	happy	Darwin	5	0.8208639186900056
1624	46	sadness	Darwin	1	0.5091068786982249
3784	46	sadness	Darwin	2	0.5107944817271171
5944	46	sadness	Darwin	3	0.5267285482339247
8104	46	sadness	Darwin	4	0.4536065786065786
10264	46	sadness	Darwin	5	0.395637408568443
1625	46	surprise	Darwin	1	0.7326842257226267
3785	46	surprise	Darwin	2	0.7162582389724522
5945	46	surprise	Darwin	3	0.7014791637035984
8105	46	surprise	Darwin	4	0.6753019620702847
10265	46	surprise	Darwin	5	0.658929176550322
1656	47	anger	Darwin	1	0.6005302695536897
3816	47	anger	Darwin	2	0.5292990697246017
5976	47	anger	Darwin	3	0.4798646228402866
8136	47	anger	Darwin	4	0.4683348779734321
10296	47	anger	Darwin	5	0.488858939802336
1657	47	disgust	Darwin	1	0.6861233480176212
3817	47	disgust	Darwin	2	0.766631081287174
5977	47	disgust	Darwin	3	0.7517652671755725
8137	47	disgust	Darwin	4	0.724713055954089
10297	47	disgust	Darwin	5	0.6890610961365679
1658	47	fear	Darwin	1	0.518313641245972
3818	47	fear	Darwin	2	0.5677539514748817
5978	47	fear	Darwin	3	0.5944796380090498
8138	47	fear	Darwin	4	0.6630682744011732
10298	47	fear	Darwin	5	0.6448961937716263
1659	47	happy	Darwin	1	0.4924028005362729
3819	47	happy	Darwin	2	0.5026069518716578
5979	47	happy	Darwin	3	0.6286467236467237
8139	47	happy	Darwin	4	0.6591216979002031
10299	47	happy	Darwin	5	0.7945828914810887
1660	47	sadness	Darwin	1	0.5325093798278526
3820	47	sadness	Darwin	2	0.6010108481262327
5980	47	sadness	Darwin	3	0.5775096744821306
8140	47	sadness	Darwin	4	0.6410883023786249
10300	47	sadness	Darwin	5	0.730132450331126
1661	47	surprise	Darwin	1	0.7609126984126984
3821	47	surprise	Darwin	2	0.6396728016359918
5981	47	surprise	Darwin	3	0.7737969792764312
8141	47	surprise	Darwin	4	0.8009649122807018
10301	47	surprise	Darwin	5	0.7884501626737652
1692	48	anger	Darwin	1	0.638524463651798
3852	48	anger	Darwin	2	0.5795744680851065
6012	48	anger	Darwin	3	0.5427949709864605
8172	48	anger	Darwin	4	0.5359318996415771
10332	48	anger	Darwin	5	0.4346036585365854
1693	48	disgust	Darwin	1	0.5427906976744187
3853	48	disgust	Darwin	2	0.6226287262872628
6013	48	disgust	Darwin	3	0.5500898472596585
8173	48	disgust	Darwin	4	0.5531559045956952
10333	48	disgust	Darwin	5	0.5826497638578175
1694	48	fear	Darwin	1	0.5530434782608695
3854	48	fear	Darwin	2	0.5295288652952886
6014	48	fear	Darwin	3	0.5807377049180327
8174	48	fear	Darwin	4	0.6710261569416499
10334	48	fear	Darwin	5	0.5600200904068308
1695	48	happy	Darwin	1	0.7203317373461012
3855	48	happy	Darwin	2	0.6479521239795213
6015	48	happy	Darwin	3	0.7064351851851851
8175	48	happy	Darwin	4	0.7436661698956781
10335	48	happy	Darwin	5	0.8474384731290808
1696	48	sadness	Darwin	1	0.5475783475783477
3856	48	sadness	Darwin	2	0.5907767873385483
6016	48	sadness	Darwin	3	0.6483928862783488
8176	48	sadness	Darwin	4	0.6987179487179488
10336	48	sadness	Darwin	5	0.7893939393939394
1697	48	surprise	Darwin	1	0.7070702445278872
3857	48	surprise	Darwin	2	0.6931377616955288
6017	48	surprise	Darwin	3	0.633348560986752
8177	48	surprise	Darwin	4	0.7022321428571429
10337	48	surprise	Darwin	5	0.680464480874317
1728	49	anger	Darwin	1	0.6105997007730031
3888	49	anger	Darwin	2	0.544079261275927
6048	49	anger	Darwin	3	0.49493975903614457
8208	49	anger	Darwin	4	0.4778079710144928
10368	49	anger	Darwin	5	0.47589962469644564
1729	49	disgust	Darwin	1	0.5788351284943828
3889	49	disgust	Darwin	2	0.6454072958663235
6049	49	disgust	Darwin	3	0.6073524019068575
8209	49	disgust	Darwin	4	0.6233341072672394
10369	49	disgust	Darwin	5	0.6243233804784354
1730	49	fear	Darwin	1	0.7215024167561762
3890	49	fear	Darwin	2	0.5536999550157444
6050	49	fear	Darwin	3	0.4825573979591836
8210	49	fear	Darwin	4	0.5685160427807487
10370	49	fear	Darwin	5	0.461965811965812
1731	49	happy	Darwin	1	0.6652346791235682
3891	49	happy	Darwin	2	0.7402649359886202
6051	49	happy	Darwin	3	0.7760047281323877
8211	49	happy	Darwin	4	0.8167761114562073
10371	49	happy	Darwin	5	0.8289677276746241
1732	49	sadness	Darwin	1	0.5725453197654828
3892	49	sadness	Darwin	2	0.5336186909220616
6052	49	sadness	Darwin	3	0.5869443556124081
8212	49	sadness	Darwin	4	0.6379728824907934
10372	49	sadness	Darwin	5	0.583404619332763
1733	49	surprise	Darwin	1	0.8702252084110986
3893	49	surprise	Darwin	2	0.7834348424036599
6053	49	surprise	Darwin	3	0.8052648790058863
8213	49	surprise	Darwin	4	0.7650985378258106
10373	49	surprise	Darwin	5	0.7705812574139976
1764	50	anger	Darwin	1	0.6303188337086642
3924	50	anger	Darwin	2	0.5619837758112094
6084	50	anger	Darwin	3	0.4764150943396227
8244	50	anger	Darwin	4	0.6403004154682006
10404	50	anger	Darwin	5	0.6074781310006401
1765	50	disgust	Darwin	1	0.7679582804617623
3925	50	disgust	Darwin	2	0.7617424803674617
6085	50	disgust	Darwin	3	0.7369114998713662
8245	50	disgust	Darwin	4	0.7559074912016088
10405	50	disgust	Darwin	5	0.7441603535353535
1766	50	fear	Darwin	1	0.6131049230626191
3926	50	fear	Darwin	2	0.5892786168521463
6086	50	fear	Darwin	3	0.5603948025987006
8246	50	fear	Darwin	4	0.4743949870354364
10406	50	fear	Darwin	5	0.4032098765432099
1767	50	happy	Darwin	1	0.6809012830910641
3927	50	happy	Darwin	2	0.6468381155881155
6087	50	happy	Darwin	3	0.709811237928007
8247	50	happy	Darwin	4	0.695375623173457
10407	50	happy	Darwin	5	0.8152973635806253
1768	50	sadness	Darwin	1	0.4656159374605977
3928	50	sadness	Darwin	2	0.46418269230769227
6088	50	sadness	Darwin	3	0.4455074607666581
8248	50	sadness	Darwin	4	0.465655737704918
10408	50	sadness	Darwin	5	0.36407133536320135
1769	50	surprise	Darwin	1	0.906515145698161
3929	50	surprise	Darwin	2	0.8377809832912609
6089	50	surprise	Darwin	3	0.8079308817013735
8249	50	surprise	Darwin	4	0.8638429752066117
10409	50	surprise	Darwin	5	0.8284823284823285
1800	51	anger	Darwin	1	0.485
3960	51	anger	Darwin	2	0.47151600753295664
6120	51	anger	Darwin	3	0.6222835460503623
8280	51	anger	Darwin	4	0.6120826709062004
10440	51	anger	Darwin	5	0.5079118999251577
1801	51	disgust	Darwin	1	0.8134957825679475
3961	51	disgust	Darwin	2	0.782888888888889
6121	51	disgust	Darwin	3	0.7449030644152596
8281	51	disgust	Darwin	4	0.8031740837696335
10441	51	disgust	Darwin	5	0.7134270898805782
1802	51	fear	Darwin	1	0.6689473684210526
3962	51	fear	Darwin	2	0.5906976744186047
6122	51	fear	Darwin	3	0.5003638127577006
8282	51	fear	Darwin	4	0.5497196261682243
10442	51	fear	Darwin	5	0.5101587301587301
1803	51	happy	Darwin	1	0.7257371720455075
3963	51	happy	Darwin	2	0.7466274509803921
6123	51	happy	Darwin	3	0.8284279256654947
8283	51	happy	Darwin	4	0.8498498498498499
10443	51	happy	Darwin	5	0.9425786369593709
1804	51	sadness	Darwin	1	0.5111904761904762
3964	51	sadness	Darwin	2	0.5993604045812881
6124	51	sadness	Darwin	3	0.679592803030303
8284	51	sadness	Darwin	4	0.6581054446908107
10444	51	sadness	Darwin	5	0.5910326086956522
1805	51	surprise	Darwin	1	0.8856140350877193
3965	51	surprise	Darwin	2	0.7933673469387756
6125	51	surprise	Darwin	3	0.8439162234042553
8285	51	surprise	Darwin	4	0.7883383383383383
10445	51	surprise	Darwin	5	0.7746863799283155
1836	52	anger	Darwin	1	0.5818234795507522
3996	52	anger	Darwin	2	0.5750778816199377
6156	52	anger	Darwin	3	0.539278803869833
8316	52	anger	Darwin	4	0.4971816431020715
10476	52	anger	Darwin	5	0.46656203447542033
1837	52	disgust	Darwin	1	0.6055228276877761
3997	52	disgust	Darwin	2	0.6801101734646039
6157	52	disgust	Darwin	3	0.5731225296442687
8317	52	disgust	Darwin	4	0.5939278093883358
10477	52	disgust	Darwin	5	0.612826151308834
1838	52	fear	Darwin	1	0.6810129740518962
3998	52	fear	Darwin	2	0.511322463768116
6158	52	fear	Darwin	3	0.34014976958525345
8318	52	fear	Darwin	4	0.49661541436998347
10478	52	fear	Darwin	5	0.4229098805646037
1839	52	happy	Darwin	1	0.6260564570655849
3999	52	happy	Darwin	2	0.6399615180467092
6159	52	happy	Darwin	3	0.6747260071090047
8319	52	happy	Darwin	4	0.7094672754946727
10479	52	happy	Darwin	5	0.7837491090520313
1840	52	sadness	Darwin	1	0.4951366445985379
4000	52	sadness	Darwin	2	0.5105958454810495
6160	52	sadness	Darwin	3	0.5057653743315508
8320	52	sadness	Darwin	4	0.40961842799366976
10480	52	sadness	Darwin	5	0.5647849462365592
1841	52	surprise	Darwin	1	0.6780163813924184
4001	52	surprise	Darwin	2	0.6879636276621202
6161	52	surprise	Darwin	3	0.7083370565633099
8321	52	surprise	Darwin	4	0.655245718977246
10481	52	surprise	Darwin	5	0.7034616315662067
1872	53	anger	Darwin	1	0.4876160114691013
4032	53	anger	Darwin	2	0.469676906779661
6192	53	anger	Darwin	3	0.43708830548926014
8352	53	anger	Darwin	4	0.48826666666666674
10512	53	anger	Darwin	5	0.456824094456674
1873	53	disgust	Darwin	1	0.6306675627240143
4033	53	disgust	Darwin	2	0.646068320979697
6193	53	disgust	Darwin	3	0.6626536885245902
8353	53	disgust	Darwin	4	0.6472714947463564
10513	53	disgust	Darwin	5	0.5830919314986793
1874	53	fear	Darwin	1	0.38524955436720143
4034	53	fear	Darwin	2	0.5932023663355285
6194	53	fear	Darwin	3	0.5224479063958457
8354	53	fear	Darwin	4	0.5496277915632755
10514	53	fear	Darwin	5	0.5399718508092892
1875	53	happy	Darwin	1	0.6620134791317058
4035	53	happy	Darwin	2	0.6751472754050074
6195	53	happy	Darwin	3	0.7436793975255513
8355	53	happy	Darwin	4	0.8022116145068354
10515	53	happy	Darwin	5	0.7623626373626373
1876	53	sadness	Darwin	1	0.5595998460946519
4036	53	sadness	Darwin	2	0.5913288288288288
6196	53	sadness	Darwin	3	0.6433256750907336
8356	53	sadness	Darwin	4	0.669279811097993
10516	53	sadness	Darwin	5	0.5801724137931035
1877	53	surprise	Darwin	1	0.8196577446248354
4037	53	surprise	Darwin	2	0.8548430193720775
6197	53	surprise	Darwin	3	0.7798232323232324
8357	53	surprise	Darwin	4	0.7431008817130423
10517	53	surprise	Darwin	5	0.7110355253212396
1908	54	anger	Darwin	1	0.5673465533522191
4068	54	anger	Darwin	2	0.5492239770606708
6228	54	anger	Darwin	3	0.49382108486439197
8388	54	anger	Darwin	4	0.45882050623153026
10548	54	anger	Darwin	5	0.5518055870997047
1909	54	disgust	Darwin	1	0.5371499631540162
4069	54	disgust	Darwin	2	0.5875299560644389
6229	54	disgust	Darwin	3	0.5864122928176796
8389	54	disgust	Darwin	4	0.6207590694435376
10549	54	disgust	Darwin	5	0.6170386904761905
1910	54	fear	Darwin	1	0.4331597222222222
4070	54	fear	Darwin	2	0.1717902350813743
6230	54	fear	Darwin	3	0.552
8390	54	fear	Darwin	4	0.4306487695749441
10550	54	fear	Darwin	5	0.603128054740958
1911	54	happy	Darwin	1	0.6458623572025634
4071	54	happy	Darwin	2	0.6714867841409691
6231	54	happy	Darwin	3	0.6931223069274113
8391	54	happy	Darwin	4	0.7379973474801061
10551	54	happy	Darwin	5	0.8021943573667712
1912	54	sadness	Darwin	1	0.5169284467713787
4072	54	sadness	Darwin	2	0.6671195652173914
6232	54	sadness	Darwin	3	0.44678714859437746
8392	54	sadness	Darwin	4	0.4568848758465011
10552	54	sadness	Darwin	5	0.5562865497076024
1913	54	surprise	Darwin	1	0.6436122069095069
4073	54	surprise	Darwin	2	0.678728229317852
6233	54	surprise	Darwin	3	0.7025820105820105
8393	54	surprise	Darwin	4	0.7244883704686736
10553	54	surprise	Darwin	5	0.6577396056997853
1944	55	anger	Darwin	1	0.6420049581654788
4104	55	anger	Darwin	2	0.5757240547063556
6264	55	anger	Darwin	3	0.5300498457156421
8424	55	anger	Darwin	4	0.5268526937940441
10584	55	anger	Darwin	5	0.4780642850747605
1945	55	disgust	Darwin	1	0.7349136001432537
4105	55	disgust	Darwin	2	0.803465363337067
6265	55	disgust	Darwin	3	0.6873893306719036
8425	55	disgust	Darwin	4	0.7030493017953834
10585	55	disgust	Darwin	5	0.646610588817417
1946	55	fear	Darwin	1	0.7875951611221192
4106	55	fear	Darwin	2	0.6891437236411884
6266	55	fear	Darwin	3	0.5973023504273504
8426	55	fear	Darwin	4	0.5572339976800591
10586	55	fear	Darwin	5	0.48923959827833574
1947	55	happy	Darwin	1	0.7359614352367976
4107	55	happy	Darwin	2	0.7306404313688393
6267	55	happy	Darwin	3	0.7577490592196475
8427	55	happy	Darwin	4	0.8134013605442176
10587	55	happy	Darwin	5	0.8390513833992095
1948	55	sadness	Darwin	1	0.553407337261504
4108	55	sadness	Darwin	2	0.5682221312593806
6268	55	sadness	Darwin	3	0.5736984672304439
8428	55	sadness	Darwin	4	0.6292819334864677
10588	55	sadness	Darwin	5	0.637765772046009
1949	55	surprise	Darwin	1	0.7787909591006937
4109	55	surprise	Darwin	2	0.8387445887445888
6269	55	surprise	Darwin	3	0.8653310104529617
8429	55	surprise	Darwin	4	0.8227453204764607
10589	55	surprise	Darwin	5	0.880354580856733
1980	56	anger	Darwin	1	0.6856855418223627
4140	56	anger	Darwin	2	0.6810920256318975
6300	56	anger	Darwin	3	0.6594827586206896
8460	56	anger	Darwin	4	0.6755121042830541
10620	56	anger	Darwin	5	0.5297109021246953
1981	56	disgust	Darwin	1	0.6148472526326765
4141	56	disgust	Darwin	2	0.7789446721311475
6301	56	disgust	Darwin	3	0.704165565539112
8461	56	disgust	Darwin	4	0.7757045129671225
10621	56	disgust	Darwin	5	0.6187235169491524
1982	56	fear	Darwin	1	0.6814423678176892
4142	56	fear	Darwin	2	0.688259919912632
6302	56	fear	Darwin	3	0.6204706477732793
8462	56	fear	Darwin	4	0.5984306003102996
10622	56	fear	Darwin	5	0.49814512538952366
1983	56	happy	Darwin	1	0.7605881662821166
4143	56	happy	Darwin	2	0.7495500731131192
6303	56	happy	Darwin	3	0.7848715631857495
8463	56	happy	Darwin	4	0.8414015225453836
10623	56	happy	Darwin	5	0.8805095417998644
1984	56	sadness	Darwin	1	0.5982791718085836
4144	56	sadness	Darwin	2	0.6225383473527957
6304	56	sadness	Darwin	3	0.6520585797181542
8464	56	sadness	Darwin	4	0.7804827813478332
10624	56	sadness	Darwin	5	0.6711057304277643
1985	56	surprise	Darwin	1	0.8463276588276588
4145	56	surprise	Darwin	2	0.77016497016497
6305	56	surprise	Darwin	3	0.7573049872122763
8465	56	surprise	Darwin	4	0.7254837435829933
10625	56	surprise	Darwin	5	0.6478935185185186
2016	57	anger	Darwin	1	0.7100542690252288
4176	57	anger	Darwin	2	0.6666806136680613
6336	57	anger	Darwin	3	0.5502229258206255
8496	57	anger	Darwin	4	0.5798791018998273
10656	57	anger	Darwin	5	0.5059983452840595
2017	57	disgust	Darwin	1	0.63110889473207
4177	57	disgust	Darwin	2	0.6699201419698315
6337	57	disgust	Darwin	3	0.7227013135351228
8497	57	disgust	Darwin	4	0.7254513633014001
10657	57	disgust	Darwin	5	0.6520828094878887
2018	57	fear	Darwin	1	0.7084115523465704
4178	57	fear	Darwin	2	0.6231509433962263
6338	57	fear	Darwin	3	0.5969515590200445
8498	57	fear	Darwin	4	0.5715828892409622
10658	57	fear	Darwin	5	0.5446236559139785
2019	57	happy	Darwin	1	0.7200519847578671
4179	57	happy	Darwin	2	0.6721404541631625
6339	57	happy	Darwin	3	0.7744221411192215
8499	57	happy	Darwin	4	0.8404890883764122
10659	57	happy	Darwin	5	0.8803763440860215
2020	57	sadness	Darwin	1	0.6506477732793522
4180	57	sadness	Darwin	2	0.6997071129707113
6340	57	sadness	Darwin	3	0.7549978348729791
8500	57	sadness	Darwin	4	0.7034790640394089
10660	57	sadness	Darwin	5	0.7005128205128205
2021	57	surprise	Darwin	1	0.8565144582291617
4181	57	surprise	Darwin	2	0.7923012552301255
6341	57	surprise	Darwin	3	0.7718263718263718
8501	57	surprise	Darwin	4	0.7192775974025974
10661	57	surprise	Darwin	5	0.7190114068441065
2052	58	anger	Darwin	1	0.7593243819266837
4212	58	anger	Darwin	2	0.6566080977845684
6372	58	anger	Darwin	3	0.5531257957728546
8532	58	anger	Darwin	4	0.5306025033590269
10692	58	anger	Darwin	5	0.4193427406122545
2053	58	disgust	Darwin	1	0.6024839743589744
4213	58	disgust	Darwin	2	0.6696393867415245
6373	58	disgust	Darwin	3	0.6359742298988593
8533	58	disgust	Darwin	4	0.6109726069559864
10693	58	disgust	Darwin	5	0.5814774904214559
2054	58	fear	Darwin	1	0.7498548387096774
4214	58	fear	Darwin	2	0.7217093115273014
6374	58	fear	Darwin	3	0.641780565437184
8534	58	fear	Darwin	4	0.5691747572815533
10694	58	fear	Darwin	5	0.5982831790123457
2055	58	happy	Darwin	1	0.7353650633640553
4215	58	happy	Darwin	2	0.7364977149979228
6375	58	happy	Darwin	3	0.7650259740259739
8535	58	happy	Darwin	4	0.7977175697865354
10695	58	happy	Darwin	5	0.8761038265988761
2056	58	sadness	Darwin	1	0.5742000267773464
4216	58	sadness	Darwin	2	0.6304321583775954
6376	58	sadness	Darwin	3	0.5713816005786809
8536	58	sadness	Darwin	4	0.6798800661703888
10696	58	sadness	Darwin	5	0.52437106918239
2057	58	surprise	Darwin	1	0.8151700225848522
4217	58	surprise	Darwin	2	0.7671211651688876
6377	58	surprise	Darwin	3	0.8243769192315931
8537	58	surprise	Darwin	4	0.7465878221692175
10697	58	surprise	Darwin	5	0.7406015037593986
2088	59	anger	Darwin	1	0.6231207507421239
4248	59	anger	Darwin	2	0.5240193171227654
6408	59	anger	Darwin	3	0.5269203158650395
8568	59	anger	Darwin	4	0.4570379115833661
10728	59	anger	Darwin	5	0.5220882529517711
2089	59	disgust	Darwin	1	0.7148240051465857
4249	59	disgust	Darwin	2	0.6766861278355532
6409	59	disgust	Darwin	3	0.6093010895562052
8569	59	disgust	Darwin	4	0.5778566919191919
10729	59	disgust	Darwin	5	0.6227020202020203
2090	59	fear	Darwin	1	0.39079842463301107
4250	59	fear	Darwin	2	0.48212427530845847
6410	59	fear	Darwin	3	0.4211941143180532
8570	59	fear	Darwin	4	0.4369486469209461
10730	59	fear	Darwin	5	0.48254945875326605
2091	59	happy	Darwin	1	0.6865896380062687
4251	59	happy	Darwin	2	0.6668136557610242
6411	59	happy	Darwin	3	0.6995432955791013
8571	59	happy	Darwin	4	0.7049863387978142
10731	59	happy	Darwin	5	0.8531576448243114
2092	59	sadness	Darwin	1	0.5828720069365705
4252	59	sadness	Darwin	2	0.5891768292682926
6412	59	sadness	Darwin	3	0.6022718085536423
8572	59	sadness	Darwin	4	0.6463529411764706
10732	59	sadness	Darwin	5	0.617601246105919
2093	59	surprise	Darwin	1	0.7299081515499427
4253	59	surprise	Darwin	2	0.7057220708446866
6413	59	surprise	Darwin	3	0.7316438972283129
8573	59	surprise	Darwin	4	0.6654748236837789
10733	59	surprise	Darwin	5	0.6735913227318687
2124	60	anger	Darwin	1	0.6621669004207573
4284	60	anger	Darwin	2	0.6242315573770493
6444	60	anger	Darwin	3	0.5399999999999999
8604	60	anger	Darwin	4	0.5696821515892421
10764	60	anger	Darwin	5	0.5611413043478262
2125	60	disgust	Darwin	1	0.6413134792287981
4285	60	disgust	Darwin	2	0.6155196698871188
6445	60	disgust	Darwin	3	0.5876925869161894
8605	60	disgust	Darwin	4	0.5800277308897999
10765	60	disgust	Darwin	5	0.5677819937909624
2126	60	fear	Darwin	1	0.5344202898550725
4286	60	fear	Darwin	2	0.5058263499776863
6446	60	fear	Darwin	3	0.5497847576530612
8606	60	fear	Darwin	4	0.5643439673782682
10766	60	fear	Darwin	5	0.649161230195713
2127	60	happy	Darwin	1	0.6943197561651429
4287	60	happy	Darwin	2	0.7030663615560641
6447	60	happy	Darwin	3	0.8017345703912868
8607	60	happy	Darwin	4	0.8058443736374308
10767	60	happy	Darwin	5	0.8410774008600095
2128	60	sadness	Darwin	1	0.5594959441462528
4288	60	sadness	Darwin	2	0.6165544775975467
6448	60	sadness	Darwin	3	0.5984897635524798
8608	60	sadness	Darwin	4	0.6313238648144308
10768	60	sadness	Darwin	5	0.5860042735042734
2129	60	surprise	Darwin	1	0.6572195704057279
4289	60	surprise	Darwin	2	0.6180740412106871
6449	60	surprise	Darwin	3	0.5868253968253967
8609	60	surprise	Darwin	4	0.5687434213823869
10769	60	surprise	Darwin	5	0.4566022544283414
30	01	anger	Ekman	1	0.5741140215716487
2190	01	anger	Ekman	2	0.5425
4350	01	anger	Ekman	3	0.6208760484622555
6510	01	anger	Ekman	4	0.698429896593674
8670	01	anger	Ekman	5	0.7100673105062921
31	01	disgust	Ekman	1	0.6882872720436173
2191	01	disgust	Ekman	2	0.7041641879833432
4351	01	disgust	Ekman	3	0.7362903225806452
6511	01	disgust	Ekman	4	0.7488847251962883
8671	01	disgust	Ekman	5	0.7167046255626051
32	01	fear	Ekman	1	0.6656323877068558
2192	01	fear	Ekman	2	0.695463777928233
4352	01	fear	Ekman	3	0.7209846711470211
6512	01	fear	Ekman	4	0.6738226452905812
8672	01	fear	Ekman	5	0.6749459771847832
33	01	happy	Ekman	1	0.7079310344827586
2193	01	happy	Ekman	2	0.6957908728400533
4353	01	happy	Ekman	3	0.7666789940828402
6513	01	happy	Ekman	4	0.807530760918819
8673	01	happy	Ekman	5	0.8386264618206833
34	01	sadness	Ekman	1	0.6602272727272727
2194	01	sadness	Ekman	2	0.4648760330578512
4354	01	sadness	Ekman	3	0.7464985994397759
6514	01	sadness	Ekman	4	0.830817610062893
8674	01	sadness	Ekman	5	0.8438697318007662
35	01	surprise	Ekman	1	0.7945075757575758
2195	01	surprise	Ekman	2	0.7222275107091861
4355	01	surprise	Ekman	3	0.8241071428571428
6515	01	surprise	Ekman	4	0.859326652601969
8675	01	surprise	Ekman	5	0.8782129899330574
66	02	anger	Ekman	1	0.5929721397579356
2226	02	anger	Ekman	2	0.6140799499008454
4386	02	anger	Ekman	3	0.6692070538907386
6546	02	anger	Ekman	4	0.6506774865991661
8706	02	anger	Ekman	5	0.6790263766625971
67	02	disgust	Ekman	1	0.5856866537717601
2227	02	disgust	Ekman	2	0.6392597968069667
4387	02	disgust	Ekman	3	0.659433048683863
6547	02	disgust	Ekman	4	0.7323080156950672
8707	02	disgust	Ekman	5	0.736269626333946
68	02	fear	Ekman	1	0.736328125
2228	02	fear	Ekman	2	0.6349264705882354
4388	02	fear	Ekman	3	0.76943407960199
6548	02	fear	Ekman	4	0.7360313194959229
8708	02	fear	Ekman	5	0.7943337484433375
69	02	happy	Ekman	1	0.7727884040645546
2229	02	happy	Ekman	2	0.8845811051693405
4389	02	happy	Ekman	3	0.7872835357973638
6549	02	happy	Ekman	4	0.8537928091326151
8709	02	happy	Ekman	5	0.9054932369695601
70	02	sadness	Ekman	1	0.5846774193548387
2230	02	sadness	Ekman	2	0.5962062256809338
4390	02	sadness	Ekman	3	0.5630699088145896
6550	02	sadness	Ekman	4	0.6505475894772497
8710	02	sadness	Ekman	5	0.6682029177718833
71	02	surprise	Ekman	1	0.8270638727594041
2231	02	surprise	Ekman	2	0.8191056910569106
4391	02	surprise	Ekman	3	0.8795968992248061
6551	02	surprise	Ekman	4	0.8960644007155635
8711	02	surprise	Ekman	5	0.8558443666380691
102	03	anger	Ekman	1	0.6555449127288207
2262	03	anger	Ekman	2	0.6366500829187396
4422	03	anger	Ekman	3	0.5803620218579235
6582	03	anger	Ekman	4	0.668867679709351
8742	03	anger	Ekman	5	0.6351159442844915
103	03	disgust	Ekman	1	0.6371869251450403
2263	03	disgust	Ekman	2	0.6805524861878453
4423	03	disgust	Ekman	3	0.7471061547148503
6583	03	disgust	Ekman	4	0.7265410331562556
8743	03	disgust	Ekman	5	0.7559309735630009
104	03	fear	Ekman	1	0.5307572344481025
2264	03	fear	Ekman	2	0.5518946781833379
4424	03	fear	Ekman	3	0.5522727272727272
6584	03	fear	Ekman	4	0.6121096165739023
8744	03	fear	Ekman	5	0.585832544108878
105	03	happy	Ekman	1	0.6972257653061225
2265	03	happy	Ekman	2	0.8022388059701492
4425	03	happy	Ekman	3	0.7297814207650273
6585	03	happy	Ekman	4	0.8210031955069237
8745	03	happy	Ekman	5	0.849189637570189
106	03	sadness	Ekman	1	0.6228118665929611
2266	03	sadness	Ekman	2	0.6164955070603337
4426	03	sadness	Ekman	3	0.6270922637272913
6586	03	sadness	Ekman	4	0.6432507272320431
8746	03	sadness	Ekman	5	0.7604982893720339
107	03	surprise	Ekman	1	0.8400980503933416
2267	03	surprise	Ekman	2	0.8459302325581396
4427	03	surprise	Ekman	3	0.8125857881955443
6587	03	surprise	Ekman	4	0.857102364755426
8747	03	surprise	Ekman	5	0.8725262988190722
138	04	anger	Ekman	1	0.543827016972797
2298	04	anger	Ekman	2	0.5387679235262879
4458	04	anger	Ekman	3	0.6276238167101111
6618	04	anger	Ekman	4	0.668900295850507
8778	04	anger	Ekman	5	0.6510979411922807
139	04	disgust	Ekman	1	0.5764578163771712
2299	04	disgust	Ekman	2	0.6515951208069436
4459	04	disgust	Ekman	3	0.6630217156938241
6619	04	disgust	Ekman	4	0.6508070193081256
8779	04	disgust	Ekman	5	0.6963170260366132
140	04	fear	Ekman	1	0.564868635201116
2300	04	fear	Ekman	2	0.5200132684652808
4460	04	fear	Ekman	3	0.5128340365682138
6620	04	fear	Ekman	4	0.5299001814882033
8780	04	fear	Ekman	5	0.5682295268201125
141	04	happy	Ekman	1	0.7118385815864808
2301	04	happy	Ekman	2	0.7887892376681613
4461	04	happy	Ekman	3	0.7455287009063444
6621	04	happy	Ekman	4	0.7937853107344633
8781	04	happy	Ekman	5	0.8351300236406619
142	04	sadness	Ekman	1	0.6012793176972282
2302	04	sadness	Ekman	2	0.5602603110209601
4462	04	sadness	Ekman	3	0.629244499792445
6622	04	sadness	Ekman	4	0.6636625569552399
8782	04	sadness	Ekman	5	0.715832285115304
143	04	surprise	Ekman	1	0.732839947950553
2303	04	surprise	Ekman	2	0.7121542940320233
4463	04	surprise	Ekman	3	0.6625474465148378
6623	04	surprise	Ekman	4	0.7390098580868811
8783	04	surprise	Ekman	5	0.8392445960771077
174	05	anger	Ekman	1	0.6795883031935359
2334	05	anger	Ekman	2	0.7686023622047243
4494	05	anger	Ekman	3	0.6139513396981829
6654	05	anger	Ekman	4	0.6852469496094944
8814	05	anger	Ekman	5	0.6648958433948292
175	05	disgust	Ekman	1	0.5672657952069717
2335	05	disgust	Ekman	2	0.7454501915708812
