	sub	emotion	score	mapping	kernel	beta
250	11	sadness	0.5185475704301343	Keltner2019	cosine	1
251	12	sadness	0.5179392925535428	Keltner2019	cosine	1
252	13	sadness	0.642126536897198	Keltner2019	cosine	1
253	14	sadness	0.5879620706371596	Keltner2019	cosine	1
254	15	sadness	0.6423325953962247	Keltner2019	cosine	1
255	16	sadness	0.5743726704813901	Keltner2019	cosine	1
256	17	sadness	0.6454917175847409	Keltner2019	cosine	1
257	18	sadness	0.6488625359810046	Keltner2019	cosine	1
258	19	sadness	0.6002271804244086	Keltner2019	cosine	1
259	20	sadness	0.5870102788388787	Keltner2019	cosine	1
260	21	sadness	0.6695260573218746	Keltner2019	cosine	1
261	22	sadness	0.5914581131345549	Keltner2019	cosine	1
262	23	sadness	0.6566922863869271	Keltner2019	cosine	1
263	24	sadness	0.6544129280597297	Keltner2019	cosine	1
264	25	sadness	0.662533469596321	Keltner2019	cosine	1
265	26	sadness	0.6331505992955122	Keltner2019	cosine	1
266	27	sadness	0.5995432195746414	Keltner2019	cosine	1
267	28	sadness	0.6033244299318241	Keltner2019	cosine	1
268	29	sadness	0.6001612982194635	Keltner2019	cosine	1
269	30	sadness	0.6575786134529822	Keltner2019	cosine	1
270	31	sadness	0.6651430310407791	Keltner2019	cosine	1
271	32	sadness	0.5960666632321879	Keltner2019	cosine	1
272	33	sadness	0.596205015084762	Keltner2019	cosine	1
273	34	sadness	0.6418360071301248	Keltner2019	cosine	1
274	35	sadness	0.6195756865807627	Keltner2019	cosine	1
275	36	sadness	0.6135576652067125	Keltner2019	cosine	1
276	37	sadness	0.5589117855634016	Keltner2019	cosine	1
277	38	sadness	0.5792863537167444	Keltner2019	cosine	1
278	39	sadness	0.6236961293935175	Keltner2019	cosine	1
279	40	sadness	0.6048785782119115	Keltner2019	cosine	1
280	41	sadness	0.60748000453319	Keltner2019	cosine	1
281	42	sadness	0.6201271858674424	Keltner2019	cosine	1
282	43	sadness	0.5650403814097413	Keltner2019	cosine	1
283	44	sadness	0.6710008377458193	Keltner2019	cosine	1
284	45	sadness	0.6489532876477898	Keltner2019	cosine	1
285	46	sadness	0.6198419531394133	Keltner2019	cosine	1
286	47	sadness	0.586203446994598	Keltner2019	cosine	1
287	48	sadness	0.6254988209686196	Keltner2019	cosine	1
288	49	sadness	0.5702723315742846	Keltner2019	cosine	1
289	50	sadness	0.6073215340716253	Keltner2019	cosine	1
290	51	sadness	0.6649768181530478	Keltner2019	cosine	1
291	52	sadness	0.6374612497021421	Keltner2019	cosine	1
292	53	sadness	0.5920194566906702	Keltner2019	cosine	1
293	54	sadness	0.5808049535603714	Keltner2019	cosine	1
294	55	sadness	0.640320143920645	Keltner2019	cosine	1
295	56	sadness	0.6716036164644302	Keltner2019	cosine	1
296	57	sadness	0.641534276352284	Keltner2019	cosine	1
297	58	sadness	0.6282354639676605	Keltner2019	cosine	1
298	59	sadness	0.6093936207500876	Keltner2019	cosine	1
299	60	sadness	0.5922164318115881	Keltner2019	cosine	1
300	01	surprise	0.7975942397719042	Keltner2019	cosine	1
301	02	surprise	0.8462456038637685	Keltner2019	cosine	1
302	03	surprise	0.8565274634240152	Keltner2019	cosine	1
303	04	surprise	0.6957466163249222	Keltner2019	cosine	1
304	05	surprise	0.8138460458668912	Keltner2019	cosine	1
305	06	surprise	0.8317178453267163	Keltner2019	cosine	1
306	07	surprise	0.8938416180442447	Keltner2019	cosine	1
307	08	surprise	0.8353084809162068	Keltner2019	cosine	1
308	09	surprise	0.8188311688311688	Keltner2019	cosine	1
309	10	surprise	0.8455617239229694	Keltner2019	cosine	1
310	11	surprise	0.9037062946516076	Keltner2019	cosine	1
311	12	surprise	0.8984851524879616	Keltner2019	cosine	1
312	13	surprise	0.8561319872573756	Keltner2019	cosine	1
313	14	surprise	0.8427078887758117	Keltner2019	cosine	1
314	15	surprise	0.8328600719136594	Keltner2019	cosine	1
315	16	surprise	0.727206741185989	Keltner2019	cosine	1
316	17	surprise	0.6786940237746295	Keltner2019	cosine	1
317	18	surprise	0.7553700704108955	Keltner2019	cosine	1
318	19	surprise	0.7853204204346885	Keltner2019	cosine	1
319	20	surprise	0.7057559665506928	Keltner2019	cosine	1
320	21	surprise	0.7599448519848082	Keltner2019	cosine	1
321	22	surprise	0.6013776379311627	Keltner2019	cosine	1
322	23	surprise	0.7747423083693546	Keltner2019	cosine	1
323	24	surprise	0.80835718206053	Keltner2019	cosine	1
324	25	surprise	0.7319099553702879	Keltner2019	cosine	1
325	26	surprise	0.7870686577195303	Keltner2019	cosine	1
326	27	surprise	0.7898792023769603	Keltner2019	cosine	1
327	28	surprise	0.7565214640212166	Keltner2019	cosine	1
328	29	surprise	0.6903045059083236	Keltner2019	cosine	1
329	30	surprise	0.670172449842709	Keltner2019	cosine	1
330	31	surprise	0.7897364825159477	Keltner2019	cosine	1
331	32	surprise	0.7807641452552968	Keltner2019	cosine	1
332	33	surprise	0.7302474595468226	Keltner2019	cosine	1
333	34	surprise	0.7985422493431648	Keltner2019	cosine	1
334	35	surprise	0.7070291654466336	Keltner2019	cosine	1
335	36	surprise	0.6516575374993461	Keltner2019	cosine	1
336	37	surprise	0.6977982132447487	Keltner2019	cosine	1
337	38	surprise	0.6940304410552837	Keltner2019	cosine	1
338	39	surprise	0.794938549203101	Keltner2019	cosine	1
339	40	surprise	0.7187930429442471	Keltner2019	cosine	1
340	41	surprise	0.692526357695284	Keltner2019	cosine	1
341	42	surprise	0.7928496761513839	Keltner2019	cosine	1
342	43	surprise	0.7770194694259098	Keltner2019	cosine	1
343	44	surprise	0.7775185999176558	Keltner2019	cosine	1
344	45	surprise	0.7752700052481838	Keltner2019	cosine	1
345	46	surprise	0.7030585310533015	Keltner2019	cosine	1
346	47	surprise	0.7450680744651292	Keltner2019	cosine	1
347	48	surprise	0.6479407641079566	Keltner2019	cosine	1
348	49	surprise	0.7893779130233811	Keltner2019	cosine	1
349	50	surprise	0.8325434439178514	Keltner2019	cosine	1
350	51	surprise	0.8407909863140537	Keltner2019	cosine	1
351	52	surprise	0.7010732280716792	Keltner2019	cosine	1
352	53	surprise	0.7841827071737785	Keltner2019	cosine	1
353	54	surprise	0.6480124480691695	Keltner2019	cosine	1
354	55	surprise	0.8178156405151944	Keltner2019	cosine	1
355	56	surprise	0.7577726792576672	Keltner2019	cosine	1
356	57	surprise	0.7606051231723274	Keltner2019	cosine	1
357	58	surprise	0.7676917283615253	Keltner2019	cosine	1
358	59	surprise	0.693239231245988	Keltner2019	cosine	1
359	60	surprise	0.5914246823956443	Keltner2019	cosine	1
0	01	anger	0.5986561201759931	Cordaro2018ref	cosine	1
1	02	anger	0.6508674052017631	Cordaro2018ref	cosine	1
2	03	anger	0.6164188019561512	Cordaro2018ref	cosine	1
3	04	anger	0.5540467071541912	Cordaro2018ref	cosine	1
4	05	anger	0.5859425912630474	Cordaro2018ref	cosine	1
5	06	anger	0.6695239213154522	Cordaro2018ref	cosine	1
6	07	anger	0.6475159548355425	Cordaro2018ref	cosine	1
7	08	anger	0.622475455092679	Cordaro2018ref	cosine	1
8	09	anger	0.6038640537932323	Cordaro2018ref	cosine	1
9	10	anger	0.6037422061250688	Cordaro2018ref	cosine	1
10	11	anger	0.6510221384832784	Cordaro2018ref	cosine	1
11	12	anger	0.6332221389305347	Cordaro2018ref	cosine	1
12	13	anger	0.6131068752036494	Cordaro2018ref	cosine	1
13	14	anger	0.654772885023043	Cordaro2018ref	cosine	1
14	15	anger	0.5566263825788813	Cordaro2018ref	cosine	1
15	16	anger	0.5839277892699465	Cordaro2018ref	cosine	1
16	17	anger	0.5477812813686553	Cordaro2018ref	cosine	1
17	18	anger	0.5388953886693018	Cordaro2018ref	cosine	1
18	19	anger	0.5736169594888921	Cordaro2018ref	cosine	1
19	20	anger	0.5221296655043264	Cordaro2018ref	cosine	1
20	21	anger	0.6071309699595749	Cordaro2018ref	cosine	1
21	22	anger	0.5564990273861823	Cordaro2018ref	cosine	1
22	23	anger	0.5539619669436582	Cordaro2018ref	cosine	1
23	24	anger	0.633236000098983	Cordaro2018ref	cosine	1
24	25	anger	0.5698781677899424	Cordaro2018ref	cosine	1
25	26	anger	0.5818265980465134	Cordaro2018ref	cosine	1
26	27	anger	0.5980933364654295	Cordaro2018ref	cosine	1
27	28	anger	0.5499810825704674	Cordaro2018ref	cosine	1
28	29	anger	0.5117015401607659	Cordaro2018ref	cosine	1
29	30	anger	0.5709101551068189	Cordaro2018ref	cosine	1
30	31	anger	0.6138549987896393	Cordaro2018ref	cosine	1
31	32	anger	0.6415185451014334	Cordaro2018ref	cosine	1
32	33	anger	0.5756081373712746	Cordaro2018ref	cosine	1
33	34	anger	0.5470443848103422	Cordaro2018ref	cosine	1
34	35	anger	0.627272921108742	Cordaro2018ref	cosine	1
35	36	anger	0.545848991925245	Cordaro2018ref	cosine	1
36	37	anger	0.5863109942258334	Cordaro2018ref	cosine	1
37	38	anger	0.49424583185848736	Cordaro2018ref	cosine	1
38	39	anger	0.5758984317901814	Cordaro2018ref	cosine	1
39	40	anger	0.573990212461208	Cordaro2018ref	cosine	1
40	41	anger	0.5522477663142265	Cordaro2018ref	cosine	1
41	42	anger	0.5966889835666465	Cordaro2018ref	cosine	1
42	43	anger	0.5822913644715211	Cordaro2018ref	cosine	1
43	44	anger	0.6200100623305476	Cordaro2018ref	cosine	1
44	45	anger	0.5811163963408418	Cordaro2018ref	cosine	1
45	46	anger	0.5928873498760698	Cordaro2018ref	cosine	1
46	47	anger	0.5381862036678947	Cordaro2018ref	cosine	1
47	48	anger	0.5537624848668281	Cordaro2018ref	cosine	1
48	49	anger	0.5677243200599791	Cordaro2018ref	cosine	1
49	50	anger	0.5940317328866387	Cordaro2018ref	cosine	1
50	51	anger	0.592479035639413	Cordaro2018ref	cosine	1
51	52	anger	0.6213883103018358	Cordaro2018ref	cosine	1
52	53	anger	0.5310844783050578	Cordaro2018ref	cosine	1
53	54	anger	0.5439811039927522	Cordaro2018ref	cosine	1
54	55	anger	0.5588000252568104	Cordaro2018ref	cosine	1
55	56	anger	0.6428948084039774	Cordaro2018ref	cosine	1
56	57	anger	0.6120037014284313	Cordaro2018ref	cosine	1
57	58	anger	0.6238070150420417	Cordaro2018ref	cosine	1
58	59	anger	0.5652609516582197	Cordaro2018ref	cosine	1
59	60	anger	0.5773958316089195	Cordaro2018ref	cosine	1
60	01	disgust	0.7146916836709303	Cordaro2018ref	cosine	1
61	02	disgust	0.6687527524378736	Cordaro2018ref	cosine	1
62	03	disgust	0.6933394678322216	Cordaro2018ref	cosine	1
63	04	disgust	0.6095413200064362	Cordaro2018ref	cosine	1
64	05	disgust	0.6239640177103987	Cordaro2018ref	cosine	1
65	06	disgust	0.7336016922109063	Cordaro2018ref	cosine	1
66	07	disgust	0.6731976825316429	Cordaro2018ref	cosine	1
67	08	disgust	0.6306795134663576	Cordaro2018ref	cosine	1
68	09	disgust	0.6764931424335096	Cordaro2018ref	cosine	1
69	10	disgust	0.6458882572636898	Cordaro2018ref	cosine	1
70	11	disgust	0.6650798839879963	Cordaro2018ref	cosine	1
71	12	disgust	0.6536440592935262	Cordaro2018ref	cosine	1
72	13	disgust	0.6732388350286077	Cordaro2018ref	cosine	1
73	14	disgust	0.6922418751797527	Cordaro2018ref	cosine	1
74	15	disgust	0.6823963683829423	Cordaro2018ref	cosine	1
75	16	disgust	0.605900564033017	Cordaro2018ref	cosine	1
76	17	disgust	0.6325007811421388	Cordaro2018ref	cosine	1
77	18	disgust	0.6001784434536264	Cordaro2018ref	cosine	1
78	19	disgust	0.6789295853708561	Cordaro2018ref	cosine	1
79	20	disgust	0.7003443666155914	Cordaro2018ref	cosine	1
80	21	disgust	0.6685141990562189	Cordaro2018ref	cosine	1
81	22	disgust	0.6725413792355417	Cordaro2018ref	cosine	1
82	23	disgust	0.641212122586321	Cordaro2018ref	cosine	1
83	24	disgust	0.7435842323420323	Cordaro2018ref	cosine	1
84	25	disgust	0.6605746028246304	Cordaro2018ref	cosine	1
85	26	disgust	0.6841090648675932	Cordaro2018ref	cosine	1
86	27	disgust	0.6532188890193469	Cordaro2018ref	cosine	1
87	28	disgust	0.6225763220137135	Cordaro2018ref	cosine	1
88	29	disgust	0.6776119300084111	Cordaro2018ref	cosine	1
89	30	disgust	0.6783835206865086	Cordaro2018ref	cosine	1
90	31	disgust	0.7169878260582584	Cordaro2018ref	cosine	1
91	32	disgust	0.6956775840270986	Cordaro2018ref	cosine	1
92	33	disgust	0.6277610864999923	Cordaro2018ref	cosine	1
93	34	disgust	0.7283834804495841	Cordaro2018ref	cosine	1
94	35	disgust	0.7091557634191469	Cordaro2018ref	cosine	1
95	36	disgust	0.5571292749912798	Cordaro2018ref	cosine	1
96	37	disgust	0.6927127901006749	Cordaro2018ref	cosine	1
97	38	disgust	0.5009786193792405	Cordaro2018ref	cosine	1
98	39	disgust	0.6560082291194194	Cordaro2018ref	cosine	1
99	40	disgust	0.6810528120713306	Cordaro2018ref	cosine	1
100	41	disgust	0.6377220295159279	Cordaro2018ref	cosine	1
101	42	disgust	0.6912420787365379	Cordaro2018ref	cosine	1
102	43	disgust	0.5948759029398557	Cordaro2018ref	cosine	1
103	44	disgust	0.7373976952884839	Cordaro2018ref	cosine	1
104	45	disgust	0.6364026400610192	Cordaro2018ref	cosine	1
105	46	disgust	0.605952800471296	Cordaro2018ref	cosine	1
106	47	disgust	0.6760140376338705	Cordaro2018ref	cosine	1
107	48	disgust	0.6597821780113446	Cordaro2018ref	cosine	1
108	49	disgust	0.6117354870673455	Cordaro2018ref	cosine	1
109	50	disgust	0.7350109405846794	Cordaro2018ref	cosine	1
110	51	disgust	0.8431735745565533	Cordaro2018ref	cosine	1
111	52	disgust	0.6567244271533789	Cordaro2018ref	cosine	1
112	53	disgust	0.6689085358781914	Cordaro2018ref	cosine	1
113	54	disgust	0.569965688574728	Cordaro2018ref	cosine	1
114	55	disgust	0.7137061435422791	Cordaro2018ref	cosine	1
115	56	disgust	0.7239831375454193	Cordaro2018ref	cosine	1
116	57	disgust	0.6965557074826724	Cordaro2018ref	cosine	1
117	58	disgust	0.6674308005851024	Cordaro2018ref	cosine	1
118	59	disgust	0.6578389830508475	Cordaro2018ref	cosine	1
119	60	disgust	0.6119253062162096	Cordaro2018ref	cosine	1
120	01	fear	0.6706607992283916	Cordaro2018ref	cosine	1
121	02	fear	0.6722471328153903	Cordaro2018ref	cosine	1
122	03	fear	0.60214143449524	Cordaro2018ref	cosine	1
123	04	fear	0.5605776736924278	Cordaro2018ref	cosine	1
124	05	fear	0.6372694901664859	Cordaro2018ref	cosine	1
125	06	fear	0.8033487347214232	Cordaro2018ref	cosine	1
126	07	fear	0.6302618328298086	Cordaro2018ref	cosine	1
127	08	fear	0.7045209020943072	Cordaro2018ref	cosine	1
128	09	fear	0.5971155270444265	Cordaro2018ref	cosine	1
129	10	fear	0.7288702104515384	Cordaro2018ref	cosine	1
130	11	fear	0.6425004199146428	Cordaro2018ref	cosine	1
131	12	fear	0.7630117127981455	Cordaro2018ref	cosine	1
132	13	fear	0.6201398280621001	Cordaro2018ref	cosine	1
133	14	fear	0.7045097029759606	Cordaro2018ref	cosine	1
134	15	fear	0.6570313675746566	Cordaro2018ref	cosine	1
135	16	fear	0.574336685142082	Cordaro2018ref	cosine	1
136	17	fear	0.5403417679276026	Cordaro2018ref	cosine	1
137	18	fear	0.6082030788976749	Cordaro2018ref	cosine	1
138	19	fear	0.5248189469563516	Cordaro2018ref	cosine	1
139	20	fear	0.6360030353200883	Cordaro2018ref	cosine	1
140	21	fear	0.5296907746827725	Cordaro2018ref	cosine	1
141	22	fear	0.5719638903082951	Cordaro2018ref	cosine	1
142	23	fear	0.6957634150839018	Cordaro2018ref	cosine	1
143	24	fear	0.7234567738996355	Cordaro2018ref	cosine	1
144	25	fear	0.7075701295010757	Cordaro2018ref	cosine	1
145	26	fear	0.7275601374570448	Cordaro2018ref	cosine	1
146	27	fear	0.6888627245770104	Cordaro2018ref	cosine	1
147	28	fear	0.6000267218142951	Cordaro2018ref	cosine	1
148	29	fear	0.6196946826224303	Cordaro2018ref	cosine	1
149	30	fear	0.6620858462840189	Cordaro2018ref	cosine	1
150	31	fear	0.7213169684574761	Cordaro2018ref	cosine	1
151	32	fear	0.543163294898847	Cordaro2018ref	cosine	1
152	33	fear	0.6649578631880401	Cordaro2018ref	cosine	1
153	34	fear	0.7608470431302801	Cordaro2018ref	cosine	1
154	35	fear	0.5827116901389396	Cordaro2018ref	cosine	1
155	36	fear	0.6630743741588986	Cordaro2018ref	cosine	1
156	37	fear	0.6739167305876348	Cordaro2018ref	cosine	1
157	38	fear	0.5229640657127184	Cordaro2018ref	cosine	1
158	39	fear	0.7903712720632987	Cordaro2018ref	cosine	1
159	40	fear	0.7966347111967317	Cordaro2018ref	cosine	1
160	41	fear	0.7213741314864911	Cordaro2018ref	cosine	1
161	42	fear	0.6218650133054668	Cordaro2018ref	cosine	1
162	43	fear	0.5879272231280572	Cordaro2018ref	cosine	1
163	44	fear	0.6986562181937238	Cordaro2018ref	cosine	1
164	45	fear	0.8329196548967196	Cordaro2018ref	cosine	1
165	46	fear	0.469663083471611	Cordaro2018ref	cosine	1
166	47	fear	0.7371746495608471	Cordaro2018ref	cosine	1
167	48	fear	0.6129023569023568	Cordaro2018ref	cosine	1
168	49	fear	0.7920240558524494	Cordaro2018ref	cosine	1
169	50	fear	0.7854352525860653	Cordaro2018ref	cosine	1
170	51	fear	0.8164231890239567	Cordaro2018ref	cosine	1
171	52	fear	0.6319074945066918	Cordaro2018ref	cosine	1
172	53	fear	0.6049881932634309	Cordaro2018ref	cosine	1
173	54	fear	0.47160759228187915	Cordaro2018ref	cosine	1
174	55	fear	0.8106686201385189	Cordaro2018ref	cosine	1
175	56	fear	0.7765175959387369	Cordaro2018ref	cosine	1
176	57	fear	0.715769760785838	Cordaro2018ref	cosine	1
177	58	fear	0.8127354022590467	Cordaro2018ref	cosine	1
178	59	fear	0.5646355132962276	Cordaro2018ref	cosine	1
179	60	fear	0.5512613481389337	Cordaro2018ref	cosine	1
180	01	happy	0.7734862067560409	Cordaro2018ref	cosine	1
181	02	happy	0.8303553000147427	Cordaro2018ref	cosine	1
182	03	happy	0.774087956577835	Cordaro2018ref	cosine	1
183	04	happy	0.7676267100739682	Cordaro2018ref	cosine	1
184	05	happy	0.7701079421667656	Cordaro2018ref	cosine	1
185	06	happy	0.8357235264420042	Cordaro2018ref	cosine	1
186	07	happy	0.7395342666601016	Cordaro2018ref	cosine	1
187	08	happy	0.7740001737909201	Cordaro2018ref	cosine	1
188	09	happy	0.7699945734145193	Cordaro2018ref	cosine	1
189	10	happy	0.7790619936763619	Cordaro2018ref	cosine	1
190	11	happy	0.7881911697504156	Cordaro2018ref	cosine	1
191	12	happy	0.8364573311658872	Cordaro2018ref	cosine	1
192	13	happy	0.8262787007653538	Cordaro2018ref	cosine	1
193	14	happy	0.8108483348889151	Cordaro2018ref	cosine	1
194	15	happy	0.7836335165379282	Cordaro2018ref	cosine	1
195	16	happy	0.6784980163119388	Cordaro2018ref	cosine	1
196	17	happy	0.6988442154562262	Cordaro2018ref	cosine	1
197	18	happy	0.744502402265208	Cordaro2018ref	cosine	1
198	19	happy	0.7302084603426202	Cordaro2018ref	cosine	1
199	20	happy	0.698997438642098	Cordaro2018ref	cosine	1
200	21	happy	0.715508252643502	Cordaro2018ref	cosine	1
201	22	happy	0.6318536493346137	Cordaro2018ref	cosine	1
202	23	happy	0.765543357475549	Cordaro2018ref	cosine	1
203	24	happy	0.7548579939184578	Cordaro2018ref	cosine	1
204	25	happy	0.7375172573692919	Cordaro2018ref	cosine	1
205	26	happy	0.8053949332012094	Cordaro2018ref	cosine	1
206	27	happy	0.7518574849764978	Cordaro2018ref	cosine	1
207	28	happy	0.7854465624330692	Cordaro2018ref	cosine	1
208	29	happy	0.7254030075600553	Cordaro2018ref	cosine	1
209	30	happy	0.7130691339335812	Cordaro2018ref	cosine	1
210	31	happy	0.8096928931646109	Cordaro2018ref	cosine	1
211	32	happy	0.7533600439206158	Cordaro2018ref	cosine	1
212	33	happy	0.7700028480139552	Cordaro2018ref	cosine	1
213	34	happy	0.7935479690886815	Cordaro2018ref	cosine	1
214	35	happy	0.8032659888802813	Cordaro2018ref	cosine	1
215	36	happy	0.733846483204235	Cordaro2018ref	cosine	1
216	37	happy	0.7051427529707648	Cordaro2018ref	cosine	1
217	38	happy	0.6874994266423258	Cordaro2018ref	cosine	1
218	39	happy	0.7381962418197505	Cordaro2018ref	cosine	1
219	40	happy	0.6821833924424446	Cordaro2018ref	cosine	1
220	41	happy	0.6968101343101343	Cordaro2018ref	cosine	1
221	42	happy	0.7433053848012497	Cordaro2018ref	cosine	1
222	43	happy	0.7155950443736411	Cordaro2018ref	cosine	1
223	44	happy	0.7993875986296185	Cordaro2018ref	cosine	1
224	45	happy	0.8017094017094017	Cordaro2018ref	cosine	1
225	46	happy	0.7059914987741178	Cordaro2018ref	cosine	1
226	47	happy	0.6069954607292467	Cordaro2018ref	cosine	1
227	48	happy	0.7100021253985123	Cordaro2018ref	cosine	1
228	49	happy	0.7735957439587293	Cordaro2018ref	cosine	1
229	50	happy	0.6937548933423073	Cordaro2018ref	cosine	1
230	51	happy	0.8238993710691824	Cordaro2018ref	cosine	1
231	52	happy	0.7019992322947988	Cordaro2018ref	cosine	1
232	53	happy	0.7204559090805726	Cordaro2018ref	cosine	1
233	54	happy	0.7069575129386944	Cordaro2018ref	cosine	1
234	55	happy	0.7665932811480757	Cordaro2018ref	cosine	1
235	56	happy	0.7928349802060726	Cordaro2018ref	cosine	1
236	57	happy	0.7576840467759116	Cordaro2018ref	cosine	1
237	58	happy	0.7741709733613573	Cordaro2018ref	cosine	1
238	59	happy	0.7042646670190275	Cordaro2018ref	cosine	1
239	60	happy	0.7670460625516804	Cordaro2018ref	cosine	1
240	01	sadness	0.5164851039241345	Cordaro2018ref	cosine	1
241	02	sadness	0.5598400104666049	Cordaro2018ref	cosine	1
242	03	sadness	0.5515923652734969	Cordaro2018ref	cosine	1
243	04	sadness	0.5574977701063346	Cordaro2018ref	cosine	1
244	05	sadness	0.582978898042025	Cordaro2018ref	cosine	1
245	06	sadness	0.6330405900470636	Cordaro2018ref	cosine	1
246	07	sadness	0.5621546961325967	Cordaro2018ref	cosine	1
247	08	sadness	0.5619975284626192	Cordaro2018ref	cosine	1
248	09	sadness	0.6611136342992098	Cordaro2018ref	cosine	1
249	10	sadness	0.5999350311850312	Cordaro2018ref	cosine	1
250	11	sadness	0.5498821322443017	Cordaro2018ref	cosine	1
251	12	sadness	0.575943463714204	Cordaro2018ref	cosine	1
252	13	sadness	0.6097505968721566	Cordaro2018ref	cosine	1
253	14	sadness	0.5174256627709344	Cordaro2018ref	cosine	1
254	15	sadness	0.6120569401794853	Cordaro2018ref	cosine	1
255	16	sadness	0.5587320856737886	Cordaro2018ref	cosine	1
256	17	sadness	0.5531683432846224	Cordaro2018ref	cosine	1
257	18	sadness	0.5923063658190404	Cordaro2018ref	cosine	1
258	19	sadness	0.5746776322469286	Cordaro2018ref	cosine	1
259	20	sadness	0.5796619240067172	Cordaro2018ref	cosine	1
260	21	sadness	0.7092858755627055	Cordaro2018ref	cosine	1
261	22	sadness	0.5812882603087569	Cordaro2018ref	cosine	1
262	23	sadness	0.630189724414901	Cordaro2018ref	cosine	1
263	24	sadness	0.6339489742988923	Cordaro2018ref	cosine	1
264	25	sadness	0.6278385283597343	Cordaro2018ref	cosine	1
265	26	sadness	0.6478967552686311	Cordaro2018ref	cosine	1
266	27	sadness	0.6210133542812255	Cordaro2018ref	cosine	1
267	28	sadness	0.636408194772724	Cordaro2018ref	cosine	1
268	29	sadness	0.49551465828169794	Cordaro2018ref	cosine	1
269	30	sadness	0.6777352086513213	Cordaro2018ref	cosine	1
270	31	sadness	0.6597930614729154	Cordaro2018ref	cosine	1
271	32	sadness	0.5920901808253052	Cordaro2018ref	cosine	1
272	33	sadness	0.570608807824921	Cordaro2018ref	cosine	1
273	34	sadness	0.7051376510200039	Cordaro2018ref	cosine	1
274	35	sadness	0.7133313809709748	Cordaro2018ref	cosine	1
275	36	sadness	0.6043952971282597	Cordaro2018ref	cosine	1
276	37	sadness	0.5366591978996922	Cordaro2018ref	cosine	1
277	38	sadness	0.5704735502448401	Cordaro2018ref	cosine	1
278	39	sadness	0.6256980817926393	Cordaro2018ref	cosine	1
279	40	sadness	0.6227913444580111	Cordaro2018ref	cosine	1
280	41	sadness	0.5415546430233483	Cordaro2018ref	cosine	1
281	42	sadness	0.6000363473315249	Cordaro2018ref	cosine	1
282	43	sadness	0.6111749209860438	Cordaro2018ref	cosine	1
283	44	sadness	0.578231228586465	Cordaro2018ref	cosine	1
284	45	sadness	0.6106153783194566	Cordaro2018ref	cosine	1
285	46	sadness	0.530666420679335	Cordaro2018ref	cosine	1
286	47	sadness	0.6161661633051005	Cordaro2018ref	cosine	1
287	48	sadness	0.7026897463139073	Cordaro2018ref	cosine	1
288	49	sadness	0.5654327645314126	Cordaro2018ref	cosine	1
289	50	sadness	0.4644427300038968	Cordaro2018ref	cosine	1
290	51	sadness	0.6428076935249066	Cordaro2018ref	cosine	1
291	52	sadness	0.5310353480994079	Cordaro2018ref	cosine	1
292	53	sadness	0.5875882503927724	Cordaro2018ref	cosine	1
293	54	sadness	0.47850154798761607	Cordaro2018ref	cosine	1
294	55	sadness	0.5871065291071552	Cordaro2018ref	cosine	1
295	56	sadness	0.6594396859386152	Cordaro2018ref	cosine	1
296	57	sadness	0.6130872905298193	Cordaro2018ref	cosine	1
297	58	sadness	0.6141857390352876	Cordaro2018ref	cosine	1
298	59	sadness	0.5742726954083421	Cordaro2018ref	cosine	1
299	60	sadness	0.5732492970616228	Cordaro2018ref	cosine	1
300	01	surprise	0.811188154852424	Cordaro2018ref	cosine	1
301	02	surprise	0.8429852576373235	Cordaro2018ref	cosine	1
302	03	surprise	0.8620452965280552	Cordaro2018ref	cosine	1
303	04	surprise	0.7298013531905618	Cordaro2018ref	cosine	1
304	05	surprise	0.8195393424692788	Cordaro2018ref	cosine	1
305	06	surprise	0.8207075406672181	Cordaro2018ref	cosine	1
306	07	surprise	0.9069765444061879	Cordaro2018ref	cosine	1
307	08	surprise	0.8630480962386572	Cordaro2018ref	cosine	1
308	09	surprise	0.8171395633352154	Cordaro2018ref	cosine	1
309	10	surprise	0.8402829258841171	Cordaro2018ref	cosine	1
310	11	surprise	0.9193528037435817	Cordaro2018ref	cosine	1
311	12	surprise	0.9112083667736758	Cordaro2018ref	cosine	1
312	13	surprise	0.8597205257347794	Cordaro2018ref	cosine	1
313	14	surprise	0.8496183644660387	Cordaro2018ref	cosine	1
314	15	surprise	0.8293699414149275	Cordaro2018ref	cosine	1
315	16	surprise	0.7183337506531176	Cordaro2018ref	cosine	1
316	17	surprise	0.6873082559843674	Cordaro2018ref	cosine	1
317	18	surprise	0.7634053419721663	Cordaro2018ref	cosine	1
318	19	surprise	0.7800055959413588	Cordaro2018ref	cosine	1
319	20	surprise	0.7055097763942297	Cordaro2018ref	cosine	1
320	21	surprise	0.7521185905297032	Cordaro2018ref	cosine	1
321	22	surprise	0.6231059338108946	Cordaro2018ref	cosine	1
322	23	surprise	0.7957928296203571	Cordaro2018ref	cosine	1
323	24	surprise	0.8293672573310333	Cordaro2018ref	cosine	1
324	25	surprise	0.7236458086753694	Cordaro2018ref	cosine	1
325	26	surprise	0.7916997458677253	Cordaro2018ref	cosine	1
326	27	surprise	0.7982235184939679	Cordaro2018ref	cosine	1
327	28	surprise	0.7803665555225425	Cordaro2018ref	cosine	1
328	29	surprise	0.7102908713154136	Cordaro2018ref	cosine	1
329	30	surprise	0.6829909522044497	Cordaro2018ref	cosine	1
