	sub	emotion	score	mapping	kernel	beta
36	37	anger	0.5948721651730856	Ekman	cosine	1
37	38	anger	0.5077228983823587	Ekman	cosine	1
38	39	anger	0.6516966317943578	Ekman	cosine	1
39	40	anger	0.5994903318214371	Ekman	cosine	1
40	41	anger	0.61545275338573	Ekman	cosine	1
41	42	anger	0.6448152334579602	Ekman	cosine	1
42	43	anger	0.6303081584630758	Ekman	cosine	1
43	44	anger	0.6789683316096935	Ekman	cosine	1
44	45	anger	0.6203262807426729	Ekman	cosine	1
45	46	anger	0.639997324891881	Ekman	cosine	1
46	47	anger	0.5611497282664006	Ekman	cosine	1
47	48	anger	0.5891192493946731	Ekman	cosine	1
48	49	anger	0.5910227215505038	Ekman	cosine	1
49	50	anger	0.5820738677357224	Ekman	cosine	1
50	51	anger	0.6091928721174005	Ekman	cosine	1
51	52	anger	0.6404988540243528	Ekman	cosine	1
52	53	anger	0.5663193991106469	Ekman	cosine	1
53	54	anger	0.5618688927716301	Ekman	cosine	1
54	55	anger	0.5844810712044737	Ekman	cosine	1
55	56	anger	0.6781860745575143	Ekman	cosine	1
56	57	anger	0.6787681522283424	Ekman	cosine	1
57	58	anger	0.6881040848016226	Ekman	cosine	1
58	59	anger	0.6026668834864624	Ekman	cosine	1
59	60	anger	0.605374791001043	Ekman	cosine	1
60	01	disgust	0.7195152540685811	Ekman	cosine	1
61	02	disgust	0.6781356820803187	Ekman	cosine	1
62	03	disgust	0.7437113718273138	Ekman	cosine	1
63	04	disgust	0.652903427322032	Ekman	cosine	1
64	05	disgust	0.7047697589677903	Ekman	cosine	1
65	06	disgust	0.8401881855232086	Ekman	cosine	1
66	07	disgust	0.6552907947303953	Ekman	cosine	1
67	08	disgust	0.6555813010162973	Ekman	cosine	1
68	09	disgust	0.6846185478639608	Ekman	cosine	1
69	10	disgust	0.716377400633456	Ekman	cosine	1
70	11	disgust	0.7821874633271304	Ekman	cosine	1
71	12	disgust	0.6905880944711128	Ekman	cosine	1
72	13	disgust	0.8027783296249205	Ekman	cosine	1
73	14	disgust	0.7780430128143674	Ekman	cosine	1
74	15	disgust	0.7747536501432449	Ekman	cosine	1
75	16	disgust	0.6317415840108146	Ekman	cosine	1
76	17	disgust	0.6001905623496756	Ekman	cosine	1
77	18	disgust	0.6181310092396192	Ekman	cosine	1
78	19	disgust	0.6540765298962619	Ekman	cosine	1
79	20	disgust	0.6802471934707153	Ekman	cosine	1
80	21	disgust	0.6171287422153453	Ekman	cosine	1
81	22	disgust	0.6572614321662545	Ekman	cosine	1
82	23	disgust	0.643623534106678	Ekman	cosine	1
83	24	disgust	0.7476238682419956	Ekman	cosine	1
84	25	disgust	0.6832855620475508	Ekman	cosine	1
85	26	disgust	0.6861174312993338	Ekman	cosine	1
86	27	disgust	0.6742193717140882	Ekman	cosine	1
87	28	disgust	0.6112702477666502	Ekman	cosine	1
88	29	disgust	0.7203376859754836	Ekman	cosine	1
89	30	disgust	0.6607870046789757	Ekman	cosine	1
90	31	disgust	0.7538345235001218	Ekman	cosine	1
91	32	disgust	0.7217430955295032	Ekman	cosine	1
92	33	disgust	0.6322204679348631	Ekman	cosine	1
93	34	disgust	0.7829329683458413	Ekman	cosine	1
94	35	disgust	0.6785865624558596	Ekman	cosine	1
95	36	disgust	0.5541699261411547	Ekman	cosine	1
96	37	disgust	0.7507521473092597	Ekman	cosine	1
97	38	disgust	0.4991104478682118	Ekman	cosine	1
98	39	disgust	0.6748695976154991	Ekman	cosine	1
99	40	disgust	0.7189860539551898	Ekman	cosine	1
100	41	disgust	0.6239382186655013	Ekman	cosine	1
101	42	disgust	0.7098601260835303	Ekman	cosine	1
102	43	disgust	0.6368324620391056	Ekman	cosine	1
103	44	disgust	0.7362851051108641	Ekman	cosine	1
104	45	disgust	0.6676718623133134	Ekman	cosine	1
105	46	disgust	0.5652031028771825	Ekman	cosine	1
106	47	disgust	0.7121515614052648	Ekman	cosine	1
107	48	disgust	0.6522694569569569	Ekman	cosine	1
108	49	disgust	0.6520069532237673	Ekman	cosine	1
109	50	disgust	0.7910745610013997	Ekman	cosine	1
110	51	disgust	0.865257442385102	Ekman	cosine	1
111	52	disgust	0.646942212534495	Ekman	cosine	1
112	53	disgust	0.6722987805888299	Ekman	cosine	1
113	54	disgust	0.5735428460179112	Ekman	cosine	1
114	55	disgust	0.7786803204201553	Ekman	cosine	1
115	56	disgust	0.7878276360814195	Ekman	cosine	1
116	57	disgust	0.7096116166616897	Ekman	cosine	1
117	58	disgust	0.7061692682023046	Ekman	cosine	1
118	59	disgust	0.665080566124755	Ekman	cosine	1
119	60	disgust	0.6555929067773666	Ekman	cosine	1
120	01	fear	0.7211564808522763	Ekman	cosine	1
121	02	fear	0.7479807621161673	Ekman	cosine	1
122	03	fear	0.6516519037823768	Ekman	cosine	1
123	04	fear	0.5703725974217778	Ekman	cosine	1
124	05	fear	0.6180310569259067	Ekman	cosine	1
125	06	fear	0.8241589032964933	Ekman	cosine	1
126	07	fear	0.6903826787512589	Ekman	cosine	1
127	08	fear	0.7903321139513687	Ekman	cosine	1
128	09	fear	0.6456080580654717	Ekman	cosine	1
129	10	fear	0.7770265395373618	Ekman	cosine	1
130	11	fear	0.695992773650738	Ekman	cosine	1
131	12	fear	0.8172086784468627	Ekman	cosine	1
132	13	fear	0.7119636826662237	Ekman	cosine	1
133	14	fear	0.7400670222756112	Ekman	cosine	1
134	15	fear	0.6720164255154472	Ekman	cosine	1
135	16	fear	0.6035798908220165	Ekman	cosine	1
136	17	fear	0.59922263010149	Ekman	cosine	1
137	18	fear	0.5717287634249971	Ekman	cosine	1
138	19	fear	0.5355079271873165	Ekman	cosine	1
139	20	fear	0.6513379866546257	Ekman	cosine	1
140	21	fear	0.5047241169073657	Ekman	cosine	1
141	22	fear	0.5288748546831308	Ekman	cosine	1
142	23	fear	0.7231928821685414	Ekman	cosine	1
143	24	fear	0.7714674008270255	Ekman	cosine	1
144	25	fear	0.7432275808874275	Ekman	cosine	1
145	26	fear	0.7804666304937602	Ekman	cosine	1
146	27	fear	0.7337714178373519	Ekman	cosine	1
147	28	fear	0.6432405428013757	Ekman	cosine	1
148	29	fear	0.6464348516207341	Ekman	cosine	1
149	30	fear	0.7138265111787947	Ekman	cosine	1
150	31	fear	0.7311156025225476	Ekman	cosine	1
151	32	fear	0.5560936828104843	Ekman	cosine	1
152	33	fear	0.7521273513674274	Ekman	cosine	1
153	34	fear	0.7775833703868387	Ekman	cosine	1
154	35	fear	0.6216201956248225	Ekman	cosine	1
155	36	fear	0.6661315952365554	Ekman	cosine	1
156	37	fear	0.7187770263456256	Ekman	cosine	1
157	38	fear	0.6419217996876008	Ekman	cosine	1
158	39	fear	0.8120404747413268	Ekman	cosine	1
159	40	fear	0.841960549041751	Ekman	cosine	1
160	41	fear	0.7582922695282246	Ekman	cosine	1
161	42	fear	0.6052483687133188	Ekman	cosine	1
162	43	fear	0.6490726514486391	Ekman	cosine	1
163	44	fear	0.6960476587021971	Ekman	cosine	1
164	45	fear	0.8685114139449409	Ekman	cosine	1
165	46	fear	0.46547191761056195	Ekman	cosine	1
166	47	fear	0.8086172706690858	Ekman	cosine	1
167	48	fear	0.6129090909090908	Ekman	cosine	1
168	49	fear	0.827135775637495	Ekman	cosine	1
169	50	fear	0.79615921405506	Ekman	cosine	1
170	51	fear	0.8429746925428308	Ekman	cosine	1
171	52	fear	0.7090612344961592	Ekman	cosine	1
172	53	fear	0.6315977022744791	Ekman	cosine	1
173	54	fear	0.5152055369127517	Ekman	cosine	1
174	55	fear	0.8326927467843823	Ekman	cosine	1
175	56	fear	0.8056369385647909	Ekman	cosine	1
176	57	fear	0.7534130861100315	Ekman	cosine	1
177	58	fear	0.8181497815304075	Ekman	cosine	1
178	59	fear	0.5879256532158319	Ekman	cosine	1
179	60	fear	0.620056319864878	Ekman	cosine	1
180	01	happy	0.8175705961452264	Ekman	cosine	1
181	02	happy	0.8724475548733425	Ekman	cosine	1
182	03	happy	0.8225630644658984	Ekman	cosine	1
183	04	happy	0.8035256637092226	Ekman	cosine	1
184	05	happy	0.8221595035320526	Ekman	cosine	1
185	06	happy	0.879600924523539	Ekman	cosine	1
186	07	happy	0.7652978603511191	Ekman	cosine	1
187	08	happy	0.8291576541983424	Ekman	cosine	1
188	09	happy	0.8235488538998263	Ekman	cosine	1
189	10	happy	0.8243361753000583	Ekman	cosine	1
190	11	happy	0.8334240794936364	Ekman	cosine	1
191	12	happy	0.8686262150416348	Ekman	cosine	1
192	13	happy	0.868091776565022	Ekman	cosine	1
193	14	happy	0.8520279128837747	Ekman	cosine	1
194	15	happy	0.838965017825312	Ekman	cosine	1
195	16	happy	0.7106649270710044	Ekman	cosine	1
196	17	happy	0.7454624932128753	Ekman	cosine	1
197	18	happy	0.7935226696521359	Ekman	cosine	1
198	19	happy	0.785139341888679	Ekman	cosine	1
199	20	happy	0.7573304533985779	Ekman	cosine	1
200	21	happy	0.7696679405818448	Ekman	cosine	1
201	22	happy	0.666324255727809	Ekman	cosine	1
202	23	happy	0.8066507995302906	Ekman	cosine	1
203	24	happy	0.8051727585517379	Ekman	cosine	1
204	25	happy	0.7873623362525952	Ekman	cosine	1
205	26	happy	0.8609567521220446	Ekman	cosine	1
206	27	happy	0.8105411807580175	Ekman	cosine	1
207	28	happy	0.8213735796194567	Ekman	cosine	1
208	29	happy	0.7656638556530805	Ekman	cosine	1
209	30	happy	0.7744890927371525	Ekman	cosine	1
210	31	happy	0.8431686027171237	Ekman	cosine	1
211	32	happy	0.8032426497214078	Ekman	cosine	1
212	33	happy	0.8040533023611816	Ekman	cosine	1
213	34	happy	0.8275103666006973	Ekman	cosine	1
214	35	happy	0.8442867230324298	Ekman	cosine	1
215	36	happy	0.7981815940731514	Ekman	cosine	1
216	37	happy	0.7454083670032418	Ekman	cosine	1
217	38	happy	0.7426054060748392	Ekman	cosine	1
218	39	happy	0.7685920501651832	Ekman	cosine	1
219	40	happy	0.7166804510048548	Ekman	cosine	1
220	41	happy	0.746124592999593	Ekman	cosine	1
221	42	happy	0.7834521478894007	Ekman	cosine	1
222	43	happy	0.7793624964104527	Ekman	cosine	1
223	44	happy	0.844054805555286	Ekman	cosine	1
224	45	happy	0.8489956122309064	Ekman	cosine	1
225	46	happy	0.74629792488363	Ekman	cosine	1
226	47	happy	0.6352406352285125	Ekman	cosine	1
227	48	happy	0.7573347502656749	Ekman	cosine	1
228	49	happy	0.8109964702688026	Ekman	cosine	1
229	50	happy	0.7500798387429088	Ekman	cosine	1
230	51	happy	0.8568084425967382	Ekman	cosine	1
231	52	happy	0.7364803915296526	Ekman	cosine	1
232	53	happy	0.7703320616228566	Ekman	cosine	1
233	54	happy	0.758707334168773	Ekman	cosine	1
234	55	happy	0.8174423251839806	Ekman	cosine	1
235	56	happy	0.841121715803238	Ekman	cosine	1
236	57	happy	0.8029056246082871	Ekman	cosine	1
237	58	happy	0.8174719692494454	Ekman	cosine	1
238	59	happy	0.7601719410676533	Ekman	cosine	1
239	60	happy	0.8065664672406245	Ekman	cosine	1
240	01	sadness	0.6630325793239408	Ekman	cosine	1
241	02	sadness	0.5267150747147383	Ekman	cosine	1
242	03	sadness	0.6058345539669845	Ekman	cosine	1
243	04	sadness	0.5562793196769471	Ekman	cosine	1
244	05	sadness	0.586464800222859	Ekman	cosine	1
245	06	sadness	0.6448299624262483	Ekman	cosine	1
246	07	sadness	0.5716258879242304	Ekman	cosine	1
247	08	sadness	0.612988257848071	Ekman	cosine	1
248	09	sadness	0.7192955763466256	Ekman	cosine	1
249	10	sadness	0.6973242843435151	Ekman	cosine	1
250	11	sadness	0.5252751631057324	Ekman	cosine	1
251	12	sadness	0.5496480927120249	Ekman	cosine	1
252	13	sadness	0.6831998957903987	Ekman	cosine	1
253	14	sadness	0.6164923224287875	Ekman	cosine	1
254	15	sadness	0.6438775024399535	Ekman	cosine	1
255	16	sadness	0.606084965090031	Ekman	cosine	1
256	17	sadness	0.657922891062426	Ekman	cosine	1
257	18	sadness	0.6640972581479566	Ekman	cosine	1
258	19	sadness	0.6355048735912275	Ekman	cosine	1
259	20	sadness	0.6433187547288196	Ekman	cosine	1
260	21	sadness	0.6794554280795339	Ekman	cosine	1
261	22	sadness	0.6229239634497168	Ekman	cosine	1
262	23	sadness	0.6517622212989891	Ekman	cosine	1
263	24	sadness	0.6943755169561621	Ekman	cosine	1
264	25	sadness	0.6575370464997444	Ekman	cosine	1
265	26	sadness	0.6728399514312163	Ekman	cosine	1
266	27	sadness	0.6152614122370603	Ekman	cosine	1
267	28	sadness	0.6485900291011436	Ekman	cosine	1
268	29	sadness	0.6317178124370991	Ekman	cosine	1
269	30	sadness	0.68373301645513	Ekman	cosine	1
270	31	sadness	0.6885767904240211	Ekman	cosine	1
271	32	sadness	0.6279300396682294	Ekman	cosine	1
272	33	sadness	0.6390491811129202	Ekman	cosine	1
273	34	sadness	0.6766171519112696	Ekman	cosine	1
274	35	sadness	0.6496843680853832	Ekman	cosine	1
275	36	sadness	0.6590630494401023	Ekman	cosine	1
276	37	sadness	0.5858889341541432	Ekman	cosine	1
277	38	sadness	0.5957300445951577	Ekman	cosine	1
278	39	sadness	0.6649331278524105	Ekman	cosine	1
279	40	sadness	0.6349274182607516	Ekman	cosine	1
280	41	sadness	0.6153027712740434	Ekman	cosine	1
281	42	sadness	0.5962764840213257	Ekman	cosine	1
282	43	sadness	0.5675415709518542	Ekman	cosine	1
283	44	sadness	0.6792091357255631	Ekman	cosine	1
284	45	sadness	0.6726405723342038	Ekman	cosine	1
285	46	sadness	0.6405926501035197	Ekman	cosine	1
286	47	sadness	0.6040600794580845	Ekman	cosine	1
287	48	sadness	0.693979813946257	Ekman	cosine	1
288	49	sadness	0.5993729055121143	Ekman	cosine	1
289	50	sadness	0.6135477291868314	Ekman	cosine	1
290	51	sadness	0.6946523514146465	Ekman	cosine	1
291	52	sadness	0.6547744165727527	Ekman	cosine	1
292	53	sadness	0.6090877807582412	Ekman	cosine	1
293	54	sadness	0.5593188854489164	Ekman	cosine	1
294	55	sadness	0.6740565146952123	Ekman	cosine	1
295	56	sadness	0.6575347965738758	Ekman	cosine	1
296	57	sadness	0.6514208173690932	Ekman	cosine	1
297	58	sadness	0.6439682684416888	Ekman	cosine	1
298	59	sadness	0.6216874724761161	Ekman	cosine	1
299	60	sadness	0.6009709632899414	Ekman	cosine	1
300	01	surprise	0.82458801609759	Ekman	cosine	1
301	02	surprise	0.8569579320375247	Ekman	cosine	1
302	03	surprise	0.8242008017870086	Ekman	cosine	1
303	04	surprise	0.7238654243322779	Ekman	cosine	1
304	05	surprise	0.8010522129225084	Ekman	cosine	1
305	06	surprise	0.8762105390129584	Ekman	cosine	1
306	07	surprise	0.8677074957562761	Ekman	cosine	1
307	08	surprise	0.8144688940712862	Ekman	cosine	1
308	09	surprise	0.8289784490871448	Ekman	cosine	1
309	10	surprise	0.8502676781291595	Ekman	cosine	1
310	11	surprise	0.877413805922231	Ekman	cosine	1
311	12	surprise	0.8640934323167468	Ekman	cosine	1
312	13	surprise	0.881417397892829	Ekman	cosine	1
313	14	surprise	0.8288155346180361	Ekman	cosine	1
314	15	surprise	0.8773590633011294	Ekman	cosine	1
315	16	surprise	0.7430545202969387	Ekman	cosine	1
316	17	surprise	0.7044658850350106	Ekman	cosine	1
317	18	surprise	0.8291130871706721	Ekman	cosine	1
318	19	surprise	0.8311926218041104	Ekman	cosine	1
319	20	surprise	0.7140511505829212	Ekman	cosine	1
320	21	surprise	0.7833247861342133	Ekman	cosine	1
321	22	surprise	0.6833545334850817	Ekman	cosine	1
322	23	surprise	0.8784301836602969	Ekman	cosine	1
323	24	surprise	0.8960924023835659	Ekman	cosine	1
324	25	surprise	0.7588544944371634	Ekman	cosine	1
325	26	surprise	0.8814672463402851	Ekman	cosine	1
326	27	surprise	0.8402541117202549	Ekman	cosine	1
327	28	surprise	0.8321214772264588	Ekman	cosine	1
328	29	surprise	0.7246506947149721	Ekman	cosine	1
329	30	surprise	0.7339929100257557	Ekman	cosine	1
330	31	surprise	0.8850084605962774	Ekman	cosine	1
331	32	surprise	0.8119064493267185	Ekman	cosine	1
332	33	surprise	0.8081536298096808	Ekman	cosine	1
333	34	surprise	0.8477685760294456	Ekman	cosine	1
334	35	surprise	0.750201226244212	Ekman	cosine	1
335	36	surprise	0.7425675430935601	Ekman	cosine	1
336	37	surprise	0.7155723278860449	Ekman	cosine	1
337	38	surprise	0.7369960827093767	Ekman	cosine	1
338	39	surprise	0.8860986528950018	Ekman	cosine	1
339	40	surprise	0.7607996666228014	Ekman	cosine	1
340	41	surprise	0.7412237932715748	Ekman	cosine	1
341	42	surprise	0.8445644593652184	Ekman	cosine	1
342	43	surprise	0.8150501241014732	Ekman	cosine	1
343	44	surprise	0.8680000231955325	Ekman	cosine	1
344	45	surprise	0.8261000469574344	Ekman	cosine	1
345	46	surprise	0.7725211338751132	Ekman	cosine	1
346	47	surprise	0.8458763055097005	Ekman	cosine	1
347	48	surprise	0.6767152996845426	Ekman	cosine	1
348	49	surprise	0.8352752205230923	Ekman	cosine	1
349	50	surprise	0.8874632551442799	Ekman	cosine	1
350	51	surprise	0.900421866303234	Ekman	cosine	1
351	52	surprise	0.7306656707828504	Ekman	cosine	1
352	53	surprise	0.8134112167594311	Ekman	cosine	1
353	54	surprise	0.7199693938374663	Ekman	cosine	1
354	55	surprise	0.8616599309236562	Ekman	cosine	1
355	56	surprise	0.8077264556055153	Ekman	cosine	1
356	57	surprise	0.8432272998805257	Ekman	cosine	1
357	58	surprise	0.8281095717938436	Ekman	cosine	1
358	59	surprise	0.7296142118777256	Ekman	cosine	1
359	60	surprise	0.6187040773174987	Ekman	cosine	1
